#UNIQUE-ID	TYPES	COMMON-NAME
PWY-5175	C40-Carotenoids-Biosynthesis;	lactucaxanthin biosynthesis;
PWY-5851	Demethylmenaquinone-Biosynthesis;	demethylmenaquinol-9 biosynthesis;
PWY-7393	C40-Carotenoids-Biosynthesis; Super-Pathways;	&beta;-carotene biosynthesis (engineered);
PWY-7530	O-Antigen-Biosynthesis;	&beta;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosamine biosynthesis;
PWY-5100	Pyruvate-Acetate-Fermentation; Pyruvate-Lactate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate and lactate II;
PWY-5943	C40-Carotenoids-Biosynthesis;	&beta;-carotene biosynthesis;
PWY-5268	ANTHOCYANIN-SYN;	salvianin biosynthesis;
PWY-8014	PHENYLALANINE-DEG;	L-phenylalanine degradation VI (Stickland reaction);
PWY-7510	Antibiotic-Biosynthesis;	rhizocticin A and B biosynthesis;
PWY-7636	C40-Carotenoids-Biosynthesis;	astaxanthin biosynthesis (flowering plants);
PWY-7824	CYANOGENIC-GLUCOSIDE-SYN;	prunasin and amygdalin biosynthesis;
PWY-7939	C40-Carotenoids-Biosynthesis;	chlorobactene biosynthesis;
PWY-5928	MONOTERPENOID-SYN;	(4<i>R</i>)-carvone biosynthesis;
PWY-5946	C40-Carotenoids-Biosynthesis;	&delta;-carotene biosynthesis;
PWY-5485	Pyruvate-Acetate-Fermentation; Super-Pathways;	pyruvate fermentation to acetate IV;
PWY0-1415	Heme-b-Biosynthesis; Super-Pathways;	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III;
PWY-7949	C40-Carotenoids-Biosynthesis; Interconversion;	diadinoxanthin and diatoxanthin interconversion;
PWY-7280	ANTHOCYANIN-SYN;	ternatin C3 biosynthesis;
PWY-7627	Nitrophenol-Degradation;	2,4,6-trinitrophenol and 2,4-dinitrophenol degradation;
PWY-5037	Caffeine-Biosynthesis;	caffeine biosynthesis I;
PWY-6280	C40-Carotenoids-Biosynthesis;	synechoxanthin biosynthesis;
PWY-5739	GDP-Sugar-Biosynthesis;	GDP-D-perosamine biosynthesis;
PWY-6288	C40-Carotenoids-Biosynthesis;	zeaxanthin-&beta;-D-diglucoside biosynthesis;
PWY-7676	KDO-Lipid-IV-Transfer;	Kdo8N transfer to lipid IV<sub>A</sub>;
PWY-5174	C40-Carotenoids-Biosynthesis;	capsanthin and capsorubin biosynthesis;
PWY-7576	Nitrogen-Fixation;	nitrogen fixation II (flavodoxin);
PWY-5295	ANTHOCYANIN-SYN;	ternatin C5 biosynthesis;
PWY-7175	C40-Carotenoids-Biosynthesis;	nostoxanthin biosynthesis;
PWY-7547	Antibiotic-Biosynthesis;	prodigiosin biosynthesis;
PWY-5397	APOCAROTENOID-SYN;	crocetin biosynthesis;
PWY0-1261	Anhydromuropeptides-Recycling;	anhydromuropeptides recycling I;
PWY-5305	APOCAROTENOID-SYN;	bixin biosynthesis;
PWY-6681	APOCAROTENOID-SYN;	neurosporaxanthin biosynthesis;
PWY-5918	Heme-b-Biosynthesis; Super-Pathways;	superpathay of heme <i>b</i> biosynthesis from glutamate;
PWY-5398	APOCAROTENOID-SYN;	crocetin esters biosynthesis;
PWY-6141	Phospholipid-Biosynthesis; Super-Pathways;	archaetidylserine and archaetidylethanolamine biosynthesis;
PWY-7452	ANTHOCYANIN-SYN;	cyanidin dimalonylglucoside biosynthesis;
PWY-6478	GDP-Sugar-Biosynthesis;	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis;
N2FIX-PWY	Nitrogen-Fixation;	nitrogen fixation I (ferredoxin);
PWY-5312	ANTHOCYANIN-SYN; Super-Pathways;	superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside);
PWY-7564	Antibiotic-Biosynthesis;	bacimethrin and bacimethrin pyrophosphate biosynthesis;
PWY-7883	Anhydromuropeptides-Recycling;	anhydromuropeptides recycling II;
PWY-6445	MONOTERPENOID-SYN;	fenchol biosynthesis II;
PWY-7766	Heme-b-Biosynthesis;	heme <i>b</i> biosynthesis IV (Gram-positive bacteria);
PWY-7678	ANTHOCYANIN-SYN; Metabolic-Clusters;	anthocyanidin sambubioside biosynthesis;
PWY-7573	GDP-Sugar-Biosynthesis;	GDP-mycosamine biosynthesis;
PWY-7469	Gentisate-Degradation;	gentisate degradation II;
PWY-7675	KDO-Lipid-IV-Transfer;	Kdo transfer to lipid IV<sub>A</sub> II;
PWY-7253	ANTHOCYANIN-SYN;	apigeninidin 5-<i>O</i>-glucoside biosynthesis;
PWY-7569	Antibiotic-Biosynthesis;	arginomycin biosynthesis;
PWY-7942	Protein-Modification;	5-oxo-L-proline metabolism;
HEMESYN2-PWY	Heme-b-Biosynthesis;	heme <i>b</i> biosynthesis II (anaerobic);
PWY-6000	Gamma-linolenate-Biosynthesis;	&gamma;-linolenate biosynthesis II (animals);
PWY-6352	Phospholipid-Biosynthesis;	3-phosphoinositide biosynthesis;
PWY-5125	ANTHOCYANIN-SYN;	anthocyanin biosynthesis;
PWY-7387	NITROGEN-DEG; Sulfur-Metabolism;	hypotaurine degradation;
PWY-5115	GDP-Sugar-Biosynthesis;	GDP-L-galactose biosynthesis;
PWY-6223	Gentisate-Degradation;	gentisate degradation I;
PWY-7632	NORLIGNANS;	hinokiresinol biosynthesis;
PWY-7260	ANTHOCYANIN-SYN;	delphinidin diglucoside biosynthesis (acyl-glucose dependent);
PWY-7798	Protein-Modification;	protein <i>S</i>-nitrosylation and denitrosylation;
PWY-7570	Antibiotic-Biosynthesis;	blasticidin S biosynthesis;
PWY-6451	MONOTERPENOID-SYN;	3-carene biosynthesis;
PWY-7887	Protein-Modification;	protein SAMPylation and SAMP-mediated thiolation;
PWY-5160	ANTHOCYANIN-SYN;	rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside);
PWY-5998	Gamma-linolenate-Biosynthesis;	&gamma;-linolenate biosynthesis I (plants);
PWY-5400	BETALAIN-ALKALOIDS;	amaranthin biosynthesis;
PWY-361	LIGNIN-SYN; SECONDARY-CELL-WALL;	phenylpropanoid biosynthesis;
PWY-4984	NITROGEN-DEG;	urea cycle;
PWY-5738	GDP-Sugar-Biosynthesis;	GDP-6-deoxy-D-talose biosynthesis;
PWY-8018	Itaconate-Biosynthesis;	itaconate biosynthesis II;
PWY-7899	Protein-Modification;	protein NEDDylation;
PWY-7267	ANTHOCYANIN-SYN;	anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside);
PWY-5297	Porphyrin-Compounds-Biosynthesis;	siroheme amide biosynthesis;
PWY-7575	Antibiotic-Biosynthesis; Super-Pathways;	superpathway of candicidin biosynthesis;
PWY-6499	D-Glucarate-Degradation;	D-glucarate degradation II;
PWY0-1600	Protein-Modification;	periplasmic disulfide bond reduction;
PWY-5286	ANTHOCYANIN-SYN; Metabolic-Clusters;	anthocyanidin sophoroside metabolism;
PWY-7594	Gamma-linolenate-Biosynthesis;	&gamma;-linolenate biosynthesis III (cyanobacteria);
PWY-7039	Phospholipid-Biosynthesis;	phosphatidate metabolism, as a signaling molecule;
PWY-7683	NITROGEN-DEG;	nitrite reduction (hemoglobin);
PWY-6	GDP-Sugar-Biosynthesis;	GDP-L-fucose biosynthesis II (from L-fucose);
PWY-5750	Itaconate-Biosynthesis;	itaconate biosynthesis I;
PWY-7511	Protein-Modification;	protein ubiquitination;
PWY-7450	ANTHOCYANIN-SYN;	anthocyanidin modification (<i>Arabidopsis</i>);
PWY-7892	Nucleic-Acid-Processing;	tRNA-uridine 2-thiolation (bacteria);
PWY-6534	Phenylethylamine-Degradation;	phenylethylamine degradation II;
PWY-7626	Antibiotic-Biosynthesis;	bacilysin biosynthesis;
PWY-5194	Porphyrin-Compounds-Biosynthesis;	siroheme biosynthesis;
PWY-7443	MONOTERPENOID-SYN;	(4S)-carvone biosynthesis;
PWYQT-4474	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from pentahomomethionine;
GLUCARDEG-PWY	D-Glucarate-Degradation;	<i>D</i>-glucarate degradation I;
PWY-7884	Protein-Modification;	lipoprotein posttranslational modification;
PWY-5405	BETALAIN-ALKALOIDS; Super-Pathways;	superpathway of betalain biosynthesis;
PWY-116	LIGNIN-SYN; PHENYLPROPANOID-DERIVATIVE-DEG;	coniferin metabolism;
2PHENDEG-PWY	Phenylethylamine-Degradation;	phenylethylamine degradation I;
PWY-3282	Ammonia-Assimilation; Super-Pathways;	superpathway of ammonia assimilation (plants);
PWY-7323	GDP-Sugar-Biosynthesis; Super-Pathways;	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis;
PWY-7894	Protein-Modification;	procollagen hydroxylation and glycosylation;
PWY0-1479	Nucleic-Acid-Processing;	tRNA processing;
PWY-7653	Antibiotic-Biosynthesis; POLYKETIDE-SYN;	griseofulvin biosynthesis;
PWY0-1297	NUCLEO-DEG; Super-Pathways;	superpathway of purine deoxyribonucleosides degradation;
ASPARAGINESYN-PWY	ASPARAGINE-SYN;	L-asparagine biosynthesis II;
PWY0-1599	Protein-Modification;	periplasmic disulfide bond formation;
PWY490-4	ASPARAGINE-SYN; Aminoacyl-tRNAs-Charging;	L-asparagine biosynthesis III (tRNA-dependent);
PWY-762	Phospholipid-Biosynthesis;	phospholipid desaturation;
GLNSYN-PWY	Ammonia-Assimilation; GLUTAMINE-SYN;	L-glutamine biosynthesis I;
PWY-5515	L-Arabinose-Degradation;	L-arabinose degradation II;
ASPARAGINE-BIOSYNTHESIS	ASPARAGINE-SYN;	L-asparagine biosynthesis I;
PWY-7613	GDP-Sugar-Biosynthesis;	GDP-6-deoxy-D-<i>manno</i>-heptose biosynthesis;
PWY0-1325	ASPARAGINE-SYN; Super-Pathways;	superpathway of L-asparagine biosynthesis;
PWY-7893	Protein-Modification;	protein Pupylation and dePupylation;
PWY-6711	Nucleic-Acid-Processing;	archaeosine biosynthesis I;
UDPNACETYLGALSYN-PWY	UDP-NAc-Glucosamine-Biosynthesis;	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II;
PWY-7655	Antibiotic-Biosynthesis; POLYKETIDE-SYN;	dechlorogriseofulvin biosynthesis;
PWY66-409	Purine-Nucleotides-Salvage; Super-Pathways;	superpathway of purine nucleotide salvage;
PWY-5532	NUCLEO-DEG;	nucleoside and nucleotide degradation (archaea);
PWY-7224	Metabolic-Clusters; Purine-Nucleotides-Salvage;	purine deoxyribonucleosides salvage;
PWY-5423	MONOTERPENOID-SYN;	oleoresin monoterpene volatiles biosynthesis;
PWY-2821	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from phenylalanine;
SALVPURINE2-PWY	Purine-Nucleotides-Salvage;	xanthine and xanthosine salvage;
PWY-7921	Protein-Glycosylation;	protein <I>O</i>-mannosylation I (yeast);
PWY-6605	Adenine-Adenosine-Salvage;	adenine and adenosine salvage II;
PWY-5399	BETALAIN-ALKALOIDS;	betacyanin biosynthesis;
PWY-83	LIGNIN-SYN; Metabolic-Clusters;	monolignol glucosides biosynthesis;
UDPNAGSYN-PWY	UDP-NAc-Glucosamine-Biosynthesis;	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I;
PWY-6611	Adenine-Adenosine-Salvage;	adenine and adenosine salvage V;
PWY-6964	Ammonia-Assimilation;	ammonia assimilation cycle II;
P121-PWY	Adenine-Adenosine-Salvage;	adenine and adenosine salvage I;
PWY-6610	Adenine-Adenosine-Salvage;	adenine salvage;
PWY-7981	Protein-Glycosylation;	&alpha;-dystroglycan glycosylation;
PWY-7285	Nucleic-Acid-Processing;	methylwyosine biosynthesis;
PWY-6609	Adenine-Adenosine-Salvage;	adenine and adenosine salvage III;
THRDLCTCAT-PWY	THREONINE-DEG;	L-threonine degradation III (to methylglyoxal);
PWY-7659	Antibiotic-Biosynthesis; POLYKETIDE-SYN;	viridicatumtoxin biosynthesis;
PWY-6619	Adenine-Adenosine-Salvage;	adenine and adenosine salvage VI;
PWY-7433	Protein-Glycosylation;	mucin core 1 and core 2 <i>O</i>-glycosylation;
PHOSLIPSYN2-PWY	Phospholipid-Biosynthesis; Super-Pathways;	superpathway of phospholipid biosynthesis II (plants);
AMMASSIM-PWY	Ammonia-Assimilation; Super-Pathways;	ammonia assimilation cycle III;
ARABCAT-PWY	L-Arabinose-Degradation;	L-arabinose degradation I;
PWY66-428	THREONINE-DEG;	L-threonine degradation V;
PWY-7437	Protein-Glycosylation;	protein <i>O</i>-[<i>N</i>-acetyl]-glucosylation;
PWY-7379	Nucleic-Acid-Processing; Super-Pathways;	mRNA capping II;
THREONINE-DEG2-PWY	THREONINE-DEG;	L-threonine degradation II;
PWY-7665	Antibiotic-Biosynthesis;	aureobasidin A biosynthesis;
PWY-5835	Interconversion; MONOTERPENOID-SYN;	geranyl acetate biosynthesis;
PWYQT-4450	GLUCOSINOLATE-SYN;	aliphatic glucosinolate biosynthesis, side chain elongation cycle;
PWY-7831	Protein-Glycosylation;	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide;
PWY-5404	BETALAIN-ALKALOIDS;	betaxanthin biosynthesis (via dopaxanthin);
PWY-6302	LIGNIN-SYN;	dihydroconiferyl alcohol biosynthesis;
PWY-6963	Ammonia-Assimilation; Super-Pathways;	ammonia assimilation cycle I;
PWY-5437	THREONINE-DEG;	L-threonine degradation I;
PWY-7837	Protein-Glycosylation;	i antigen and I antigen biosynthesis;
PWY-7891	Nucleic-Acid-Processing;	tRNA-uridine 2-thiolation (yeast mitochondria);
PWY-5436	THREONINE-DEG;	L-threonine degradation IV;
PWY-7669	Antibiotic-Biosynthesis; POLYKETIDE-SYN;	equisetin biosynthesis;
PWY-5695	Purine-Degradation;	inosine 5'-phosphate degradation;
PWY-7920	Protein-Glycosylation;	complex <i>N</i>-linked glycan biosynthesis (plants);
PWY-6350	Phospholipid-Biosynthesis; Super-Pathways;	archaetidylinositol biosynthesis;
PWY-5694	Allantoin-degradation; Super-Pathways;	allantoin degradation to glyoxylate I;
PWY-7295	L-Arabinose-Degradation;	L-arabinose degradation IV;
TRPSYN-PWY	TRYPTOPHAN-BIOSYNTHESIS;	L-tryptophan biosynthesis;
PWY-7979	Protein-Glycosylation;	protein <I>O</i>-mannosylation III (mammals, core M3);
PWY-7923	Nucleic-Acid-Processing;	archaeosine biosynthesis II;
PWY-7670	Antibiotic-Biosynthesis; POLYKETIDE-SYN;	fusaridione A biosynthesis;
PWY-7179	Purine-Degradation;	purine deoxyribonucleosides degradation I;
PWY-6437	MONOTERPENOID-SYN;	fenchol biosynthesis I;
PWYQT-4473	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from tetrahomomethionine;
PWY-7426	Protein-Glycosylation;	complex <i>N</i>-linked glycan biosynthesis (vertebrates);
PWY-5439	BETALAIN-ALKALOIDS;	betacyanin biosynthesis (via dopamine);
PWY-5705	Allantoin-degradation; Super-Pathways;	allantoin degradation to glyoxylate III;
PWY2OL-4	Linalool-Biosynthesis; Super-Pathways;	superpathway of linalool biosynthesis;
PWY-7435	Protein-Glycosylation;	mucin core 3 and core 4 <i>O</i>-glycosylation;
PWY-6700	Nucleic-Acid-Processing;	queuosine biosynthesis;
PWY-5350	Thiosulfate-Disproportionation;	thiosulfate disproportionation IV (rhodanese);
PWY-7671	Antibiotic-Biosynthesis;	saframycin A biosynthesis;
PWY-6353	Purine-Degradation; Super-Pathways;	purine nucleotides degradation II (aerobic);
PWY-7661	Protein-Glycosylation;	protein <I>N</i>-glycosylation (<i>Haloferax volcanii</i>);
PWY-6371	Cyclitols-Biosynthesis; Phospholipid-Biosynthesis; Super-Pathways;	superpathway of inositol phosphate compounds;
PWY-5692	Allantoin-degradation; Super-Pathways;	allantoin degradation to glyoxylate II;
PWY-5517	L-Arabinose-Degradation;	L-arabinose degradation III;
PWY-7833	Protein-Glycosylation;	biosynthesis of Lewis epitopes (H. pylori);
PWY0-1587	Nucleic-Acid-Processing;	N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis;
PWY-7690	Antibiotic-Biosynthesis;	holomycin biosynthesis;
PWY0-1296	Purine-Degradation;	purine ribonucleosides degradation;
PWY-6449	MONOTERPENOID-SYN;	fenchone biosynthesis;
PWY-1187	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from homomethionine;
PWY-7919	Protein-Glycosylation;	protein <i>N</i>-glycosylation processing phase (plants and animals);
PWY-5394	BETALAIN-ALKALOIDS;	betalamic acid biosynthesis;
PWY-5698	Allantoin-degradation;	allantoin degradation to ureidoglycolate II (ammonia producing);
LEU-DEG2-PWY	LEUCINE-DEG;	L-leucine degradation I;
PWY-7709	Linalool-Biosynthesis;	(3<i>R</i>)-linalool biosynthesis;
PWY-7922	Protein-Glycosylation;	protein <I>O</i>-mannosylation II (mammals, core M1 and core M2);
PWY-7283	Nucleic-Acid-Processing; Super-Pathways;	wybutosine biosynthesis;
PWY-7693	Antibiotic-Biosynthesis;	guadinomine B biosynthesis;
PWY-5044	Purine-Degradation; Super-Pathways;	purine nucleotides degradation I (plants);
PWY-7434	Protein-Glycosylation; Super-Pathways;	terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide);
PWY-7417	Phospholipid-Biosynthesis;	phospholipid remodeling (phosphatidate, yeast);
URDEGR-PWY	Allantoin-degradation; Super-Pathways;	superpathway of allantoin degradation in plants;
PWY-6754	Methylthioadenosine-Degradation;	<i>S</i>-methyl-5'-thioadenosine degradation I;
PWY-7850	Taurine-Biosynthesis;	taurine biosynthesis II;
PWY-5499	COFACTOR-DEGRADATION;	vitamin B<sub>6</sub> degradation;
PWY-7658	Protein-Glycosylation;	protein <I>N</i>-glycosylation (<i>Methanococcus voltae</i>);
PWY-7375	Nucleic-Acid-Processing;	mRNA capping I;
PWY-5331	Taurine-Biosynthesis;	taurine biosynthesis I;
PWY-7694	Antibiotic-Biosynthesis;	zwittermicin A biosynthesis;
RHAMCAT-PWY	L-rhamnose-Degradation;	L-rhamnose degradation I;
PWY-6019	Purine-Degradation;	pseudouridine degradation;
PWY-6991	Camphor-Biosynthesis;	(-)-camphor biosynthesis;
PWY-7901	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from tyrosine;
PWY-7832	Protein-Glycosylation;	ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide;
PWY-5403	BETALAIN-ALKALOIDS;	betaxanthin biosynthesis (via dopamine);
ALLANTOINDEG-PWY	Allantoin-degradation; Super-Pathways;	superpathway of allantoin degradation in yeast;
PWY-7767	LEUCINE-DEG;	L-leucine degradation IV (Stickland reaction);
PWY-7141	Linalool-Biosynthesis;	(3<i>S</i>)-linalool biosynthesis;
PWY-7918	Protein-Glycosylation;	protein <i>N</i>-glycosylation processing phase (yeast);
PWY-7889	Nucleic-Acid-Processing;	tRNA-uridine 2-thiolation (mammalian mitochondria);
PWY-7702	Antibiotic-Biosynthesis; POLYKETIDE-SYN;	sch210971 and sch210972 biosynthesis;
PWY-7179-1	Purine-Degradation;	purine deoxyribonucleosides degradation II;
PHOSLIPSYN-PWY	Phospholipid-Biosynthesis; Super-Pathways;	superpathway of phospholipid biosynthesis I (bacteria);
PWY-5697	Allantoin-degradation;	allantoin degradation to ureidoglycolate I (urea producing);
PWY-6753	Methylthioadenosine-Degradation;	<i>S</i>-methyl-5'-thioadenosine degradation III;
PWY-7219	Purine-Ribonuc-De-Novo-Biosynthesis;	adenosine ribonucleotides <i>de novo</i> biosynthesis;
PWY-7559	COFACTOR-DEGRADATION;	glutathione degradation (DUG pathway - yeast);
PWY-7904	Nucleic-Acid-Processing;	tRNA-uridine 2-thiolation (thermophilic bacteria);
PWY-7706	Antibiotic-Biosynthesis;	dapdiamides biosynthesis;
PWY-6714	L-rhamnose-Degradation;	L-rhamnose degradation III;
PWY-6596	Adenosine-Nucleotides-Degradation;	adenosine nucleotides degradation I;
PWY-6990	Camphor-Biosynthesis;	(+)-camphor biosynthesis;
PWYQT-4472	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from trihomomethionine;
PWY-5426	BETALAIN-ALKALOIDS;	betaxanthin biosynthesis;
PWY0-41	Allantoin-degradation; Super-Pathways;	allantoin degradation IV (anaerobic);
PWY-5076	LEUCINE-DEG;	L-leucine degradation III;
PWY-7221	Purine-Ribonuc-De-Novo-Biosynthesis;	guanosine ribonucleotides <i>de novo</i> biosynthesis;
PWY0-1554	Nucleic-Acid-Processing;	5-(carboxymethoxy)uridine biosynthesis;
PWY-7716	Antibiotic-Biosynthesis;	penicillin G and penicillin V biosynthesis;
SALVADEHYPOX-PWY	Adenosine-Nucleotides-Degradation;	adenosine nucleotides degradation II;
QUINATEDEG-PWY	Quinate-Degradation;	quinate degradation I;
PWY-6349	Phospholipid-Biosynthesis;	CDP-archaeol biosynthesis;
PWY0-1391	Methylthioadenosine-Degradation;	<i>S</i>-methyl-5'-thioadenosine degradation IV;
PWY-7234	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis III;
PWY-6370	COFACTOR-DEGRADATION;	ascorbate recycling (cytosolic);
PWY-6416	Quinate-Degradation;	quinate degradation II;
PWY-7286	Nucleic-Acid-Processing;	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis;
PWY-7718	Antibiotic-Biosynthesis;	actinomycin D biosynthesis;
PWY-6713	L-rhamnose-Degradation;	L-rhamnose degradation II;
PWY-6617	Adenosine-Nucleotides-Degradation;	adenosine nucleotides degradation III;
PWYQT-4475	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from hexahomomethionine;
PWY-7164	Chlorophyll-A-Degradation;	chlorophyll <i>a</i> degradation III;
PWY-5075	LEUCINE-DEG;	L-leucine degradation II;
PWY-6133	S-Reticuline-Biosynthesis;	(S)-reticuline biosynthesis II;
PWY-6124	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis II;
PWY-3581	S-Reticuline-Biosynthesis;	(<i>S</i>)-reticuline biosynthesis I;
PWY-7052	Storage-Compounds-Biosynthesis;	cyanophycin metabolism;
PWY-7888	Nucleic-Acid-Processing;	tRNA-uridine 2-thiolation (cytoplasmic);
PWY-7733	Antibiotic-Biosynthesis;	3-hydroxyquinaldate biosynthesis;
PWY1-3	Storage-Compounds-Biosynthesis;	polyhydroxybutanoate biosynthesis;
PWY-6927	Chlorophyll-A-Degradation;	chlorophyll <i>a</i> degradation II;
PWY-6657	Storage-Compounds-Biosynthesis;	polyhydroxydecanoate biosynthesis;
PWY-6028	Carbohydrates-Degradation;	acetoin degradation;
PWY-6367	Cyclitols-Biosynthesis; Phospholipid-Biosynthesis;	D-<i>myo</i>-inositol-5-phosphate metabolism;
PWY-6756	Methylthioadenosine-Degradation;	<i>S</i>-methyl-5'-thioadenosine degradation II;
PWY-7218	Storage-Compounds-Biosynthesis; Super-Pathways;	photosynthetic 3-hydroxybutanoate biosynthesis (engineered);
PWY-6123	IMP-Biosynthesis;	inosine-5'-phosphate biosynthesis I;
PWY-5339	CHALCONE-SYN;	chalcone 2'-<i>O</i>-glucoside biosynthesis;
PWY0-1324	NAN-MANNACs-degradation;	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I;
PWY-7216	Storage-Compounds-Biosynthesis;	(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered);
P122-PWY	Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation;	heterolactic fermentation;
PWY-4702	Phytate-Degradation;	phytate degradation I;
PWY-7734	Antibiotic-Biosynthesis;	quinoxaline-2-carboxylate biosynthesis;
PWY0-1317	Lactaldehyde-Degradation;	L-lactaldehyde degradation (aerobic);
PWY-601	GLUCOSINOLATE-SYN;	glucosinolate biosynthesis from tryptophan;
PWY-5098	Chlorophyll-A-Degradation;	chlorophyll <i>a</i> degradation I;
PWY-7780	Carbohydrates-Degradation;	butane degradation;
PWY-4781	Phytate-Degradation;	phytate degradation II;
PWY-7581	NAN-MANNACs-degradation;	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II;
ANAEROFRUCAT-PWY	Fermentation-to-Lactate; Super-Pathways;	homolactic fermentation;
PWY-7735	Antibiotic-Biosynthesis;	echinomycin and triostin A biosynthesis;
PWY-6215	Chlorobenzoate-Degradation;	4-chlorobenzoate degradation;
PWY-6221	Chlorobenzoate-Degradation;	2-chlorobenzoate degradation;
PWY-6217	Chlorobenzoate-Degradation;	3,4-dichlorobenzoate degradation;
PWY-7779	Carbohydrates-Degradation;	methyl <i>tert</i>-butyl ether degradation;
PWY-7411	Phospholipid-Biosynthesis;	phosphatidate biosynthesis (yeast);
PWY-6216	3-Chlorobenzoate-Degradation;	3-chlorobenzoate degradation II (via protocatechuate);
PWY-6088	3-Chlorobenzoate-Degradation;	3-chlorobenzoate degradation I (via chlorocatechol);
PWY-6228	3-Chlorobenzoate-Degradation;	3-chlorobenzoate degradation III (via gentisate);
PWY-5161	CHALCONE-SYN;	6'-deoxychalcone metabolism;
NPGLUCAT-PWY	Entner-Duodoroff-Pathways;	Entner-Doudoroff pathway II (non-phosphorylative);
HOMOSER-THRESYN-PWY	THREONINE-BIOSYNTHESIS;	L-threonine biosynthesis;
