#Pathway_id	Type	Name	ECs	total_family	total_family_found	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
FASYN-ELONG-PWY	"Fatty-acid-biosynthesis;"	"fatty acid elongation -- saturated;"	1.1.1.100+1.3.1.9+2.3.1.41+4.2.1.-	5	4	17	0.16	1229.75	0.08	15.58	0.01	9.87	0.00	1199.20	0.13	5.11	0.00
PWY-6197	"Chloroaromatic-Compounds-Degradation;"	"chlorinated phenols degradation;"	1.14.13.-	1	1	3	0.03	165.20	0.01	8.13	0.01	0.10	0.00	156.53	0.02	0.43	0.00
PWY-862	"Glycan-Pathways; POLYSACCHARIDES-DEG;"	"fructan degradation;"	3.2.1.-+3.2.1.80	2	2	7	0.07	189.37	0.01	1.93	0.00	19.97	0.01	163.95	0.02	3.53	0.00
PWY-5998	"Gamma-linolenate-Biosynthesis;"	"&gamma;-linolenate biosynthesis I (plants);"	1.14.19.-	1	1	3	0.03	124.04	0.01	0.00	0.00	0.04	0.00	122.42	0.01	1.58	0.00
PWY-3221	""	""	4.2.1.46	1	1	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
PWY0-1433	"Cofactor-Biosynthesis;"	"tetrahydromonapterin biosynthesis;"	1.5.1.-	2	1	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
PWY-699	"Brassinosteroid-Biosynthesis;"	"brassinosteroid biosynthesis I;"	1.14.-.-+1.14.13.-+1.3.99.-	5	3	23	0.22	1160.19	0.07	10.22	0.01	8.87	0.00	1136.09	0.12	5.01	0.00
PWY-6305	"Putrescine-Biosynthesis;"	"putrescine biosynthesis IV;"	3.5.3.11+4.1.1.19	4	2	5	0.05	355.25	0.02	0.01	0.00	0.58	0.00	352.83	0.04	1.84	0.00
PWY-922	"Mevalonate-Pathways;"	"mevalonate pathway I;"	2.3.1.9+2.7.1.36+2.7.4.2+4.1.1.33+5.3.3.2	7	5	10	0.10	358.95	0.02	12.33	0.01	10.15	0.00	332.66	0.04	3.80	0.00
PWY0-1337	"Fatty-Acid-Degradation;"	"oleate &beta;-oxidation;"	3.1.2.-	1	1	7	0.07	295.31	0.02	18.12	0.01	8.59	0.00	263.69	0.03	4.92	0.00
P381-PWY	"De-Novo-Adenosylcobalamin-Biosynthesis; Super-Pathways;"	"adenosylcobalamin biosynthesis II (aerobic);"	1.14.13.83+2.1.1.107+2.1.1.130+2.1.1.132+2.5.1.17+6.3.5.10+6.6.1.2	20	7	16	0.15	1766.69	0.11	18.28	0.01	10.70	0.00	1730.73	0.19	6.97	0.00
P461-PWY	"Acetate-Formation; Fermentation-to-Lactate; Pyruvate-Ethanol-Fermentation; SUGAR-ALCOHOLS-DEG; Super-Pathways;"	"hexitol fermentation to lactate, formate, ethanol and acetate;"	1.1.1.1+1.1.1.27+1.2.1.12+2.3.1.8+2.7.1.11+2.7.1.40+2.7.2.1+2.7.2.3+2.7.9.2+3.1.3.11+4.1.2.13+4.2.1.11+5.3.1.1	18	13	55	0.53	6625.30	0.42	662.66	0.52	1193.59	0.55	3042.58	0.33	1726.46	0.57
METHGLYUT-PWY	"Aldehyde-Degradation; Super-Pathways;"	"superpathway of methylglyoxal degradation;"	1.2.1.22+3.1.2.6+4.4.1.5	5	3	7	0.07	453.74	0.03	7.58	0.01	8.15	0.00	436.16	0.05	1.85	0.00
LEU-DEG2-PWY	"LEUCINE-DEG;"	"L-leucine degradation I;"	2.6.1.42+4.1.3.4+6.4.1.4	5	3	17	0.16	1405.54	0.09	28.12	0.02	15.64	0.01	1350.23	0.15	11.56	0.00
PWY-5817	"Polyprenyl-Biosynthesis;"	"dodecaprenyl diphosphate biosynthesis;"	2.5.1.-	1	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
P121-PWY	"Adenine-Adenosine-Salvage;"	"adenine and adenosine salvage I;"	1.1.1.205+2.4.2.1+2.4.2.7+2.4.2.8+3.5.4.3+3.5.4.4+4.3.2.2+6.3.4.4	9	8	27	0.26	3660.61	0.23	383.52	0.30	591.11	0.27	1786.62	0.19	899.35	0.30
PWY-3542	"Choline-Biosynthesis;"	"choline biosynthesis II;"	2.1.1.-	1	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
PWY-6476	"Cofactor-Biosynthesis;"	"cytidylyl molybdenum cofactor biosynthesis;"	2.7.7.-	1	1	11	0.11	436.77	0.03	0.59	0.00	23.77	0.01	406.76	0.04	5.64	0.00
PWY-5386	"Methylglyoxal-Detoxification;"	"methylglyoxal degradation I;"	3.1.2.6+4.4.1.5	3	2	6	0.06	424.63	0.03	7.58	0.01	7.88	0.00	407.40	0.04	1.78	0.00
PWY-5942	"Lycopene-Biosynthesis; Super-Pathways;"	"<i>trans</i>-lycopene biosynthesis I;"	1.14.99.-+2.5.1.32	3	2	10	0.10	538.04	0.03	37.14	0.03	0.38	0.00	497.92	0.05	2.60	0.00
PWY-5669	"PhosphatidylethanolamineBiosynthesis; Phosphatidylserine-Biosynthesis;"	"phosphatidylserine and phosphatidylethanolamine biosynthesis I;"	2.7.8.8	2	1	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
COLANSYN-PWY	"Carbohydrates-Biosynthesis; Super-Pathways;"	"colanic acid building blocks biosynthesis;"	1.1.1.22+1.1.1.271+2.7.7.13+2.7.7.9+4.2.1.47+5.1.3.2+5.3.1.8+5.3.1.9+5.4.2.8	11	9	21	0.20	1670.97	0.11	3.79	0.00	24.39	0.01	1632.97	0.18	9.82	0.00
CAMALEXIN-SYN	"INDOLE-PHYTOALEXIN-SYN;"	"camalexin biosynthesis;"	1.14.13.-	1	1	3	0.03	165.20	0.01	8.13	0.01	0.10	0.00	156.53	0.02	0.43	0.00
PWY-5473	"N-CONTAINING-SECONDARY-CMPD-SYN;"	"hydroxycinnamic acid serotonin amides biosynthesis;"	1.14.13.-	2	1	3	0.03	165.20	0.01	8.13	0.01	0.10	0.00	156.53	0.02	0.43	0.00
GLYSYN-PWY	"GLYCINE-SYN;"	"glycine biosynthesis I;"	2.1.2.1	1	1	2	0.02	41.73	0.00	0.03	0.00	3.94	0.00	35.46	0.00	2.29	0.00
PWY-6336	"Protocatechuate-Degradation;"	"protocatechuate degradation III (<I>para</I>-cleavage pathway);"	5.3.2.-	2	1	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
DTDPRHAMSYN-PWY	"dTDP-Sugar-Biosynthesis;"	"dTDP-L-rhamnose biosynthesis;"	1.1.1.133+2.7.7.24+4.2.1.46+5.1.3.13	4	4	12	0.12	1286.24	0.08	0.18	0.00	3.49	0.00	1279.68	0.14	2.89	0.00
PWYQT-4474	"GLUCOSINOLATE-SYN;"	"glucosinolate biosynthesis from pentahomomethionine;"	1.14.13.-+2.6.1.-+2.8.2.-	4	3	5	0.05	265.33	0.02	10.50	0.01	0.23	0.00	254.12	0.03	0.49	0.00
PWY-6442	"N-CONTAINING-SECONDARY-CMPD-SYN;"	"spermidine hydroxycinnamic acid conjugates biosynthesis;"	1.14.-.-+2.1.1.-+2.3.1.-	3	3	66	0.63	5345.16	0.34	402.41	0.31	619.10	0.29	3385.98	0.37	937.68	0.31
P222-PWY	"CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfide-Oxidation;"	"sulfide oxidation I (sulfide-quinone reductase);"	1.8.5.-	1	1	3	0.03	132.45	0.01	6.90	0.01	6.09	0.00	112.56	0.01	6.90	0.00
PWY-5485	"Pyruvate-Acetate-Fermentation; Super-Pathways;"	"pyruvate fermentation to acetate IV;"	2.3.1.8+2.7.2.1	3	2	6	0.06	269.19	0.02	14.76	0.01	0.12	0.00	252.49	0.03	1.82	0.00
PWY-5143	"Activation; Lipid-Biosynthesis;"	"long-chain fatty acid activation;"	6.2.1.3	1	1	9	0.09	642.72	0.04	20.47	0.02	7.42	0.00	612.67	0.07	2.16	0.00
PWY-5793	"FLAVONE-SYN;"	"maysin biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
ARGSPECAT-PWY	"Polyamine-Biosynthesis;"	"spermine biosynthesis;"	4.1.1.50	2	1	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
OANTIGEN-PWY	"Metabolic-Clusters; SUGAR-NUCLEOTIDES; Super-Pathways;"	"<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>);"	1.1.1.133+2.3.1.157+2.6.1.16+2.7.7.23+2.7.7.24+4.2.1.46+5.1.3.13+5.4.2.10+5.4.99.9	9	9	22	0.21	2047.48	0.13	5.57	0.00	21.74	0.01	2010.81	0.22	9.36	0.00
FOLSYN-PWY	"Folate-Biosynthesis; Super-Pathways;"	"superpathway of tetrahydrofolate biosynthesis and salvage;"	1.5.1.3+2.1.2.2+2.5.1.15+2.6.1.85+2.7.6.3+3.5.4.16+3.5.4.9+3.6.1.-+4.1.2.25+4.1.3.38+6.3.2.12	11	11	46	0.44	7921.55	0.51	962.02	0.75	1744.80	0.81	2603.35	0.28	2611.38	0.86
PWY-4261	"Fatty-Acid-and-Lipid-Degradation; GLYCEROL-DEG;"	"glycerol degradation I;"	1.1.5.3+2.7.1.30	2	2	5	0.05	327.17	0.02	21.92	0.02	2.68	0.00	295.53	0.03	7.04	0.00
TCA-GLYOX-BYPASS	"Super-Pathways; TCA-VARIANTS;"	"superpathway of glyoxylate bypass and TCA;"	1.1.1.37+1.1.1.42+1.3.5.1+2.3.3.9+4.1.3.1+4.2.1.2+4.2.1.3+6.2.1.5	10	8	29	0.28	1819.06	0.12	59.76	0.05	20.01	0.01	1725.31	0.19	13.97	0.00
PWY-5896	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-10 biosynthesis;"	2.1.1.163+2.2.1.9+2.5.1.-+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	9	44	0.42	4352.21	0.28	398.85	0.31	613.18	0.28	2426.92	0.26	913.26	0.30
THRDLCTCAT-PWY	"THREONINE-DEG;"	"L-threonine degradation III (to methylglyoxal);"	1.1.1.103	2	1	4	0.04	266.40	0.02	8.34	0.01	0.69	0.00	256.61	0.03	0.77	0.00
PWY-6468	""	""	1.14.14.-	1	1	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
PWY-6046	"Dimethylsulfoniopropionate-Degradation;"	"dimethylsulfoniopropanoate degradation I (cleavage);"	4.4.1.3	1	1	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
METHIONINE-DEG1-PWY	"METHIONINE-DEG;"	"L-methionine degradation I (to L-homocysteine);"	2.1.1.-+2.5.1.6+3.3.1.1	3	3	42	0.40	3755.30	0.24	383.71	0.30	608.75	0.28	1831.48	0.20	931.37	0.31
TYRSYN	"TYROSINE-SYN;"	"L-tyrosine biosynthesis I;"	1.3.1.12+2.6.1.57+5.4.99.5	3	3	10	0.10	692.45	0.04	12.13	0.01	15.08	0.01	656.91	0.07	8.32	0.00
PWY-5972	"Stearate-Biosynthesis;"	"stearate biosynthesis I (animals and fungi);"	1.1.1.-+1.3.1.-+2.3.1.-+4.2.1.59+6.2.1.3	6	5	59	0.57	5382.98	0.34	374.36	0.29	650.68	0.30	3438.35	0.37	919.59	0.30
METH-ACETATE-PWY	"METHANOGENESIS;"	"methanogenesis from acetate;"	2.1.1.-+2.3.1.8+2.7.2.1	3	3	43	0.41	3851.26	0.25	391.06	0.30	605.43	0.28	1922.09	0.21	932.67	0.31
PWY-66	"GDP-Sugar-Biosynthesis;"	"GDP-L-fucose biosynthesis I (from GDP-D-mannose);"	1.1.1.271+4.2.1.47	2	2	3	0.03	481.99	0.03	0.03	0.00	1.31	0.00	479.32	0.05	1.32	0.00
PWY-6330	"Acetaldehyde-Biosynthesis; SECONDARY-METABOLITE-BIOSYNTHESIS;"	"acetaldehyde biosynthesis II;"	4.1.1.1	1	1	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
P341-PWY	"GLYCOLYSIS-VARIANTS;"	"glycolysis V (Pyrococcus);"	2.7.1.40+4.1.2.13+4.2.1.11+5.3.1.1+5.3.1.9	9	5	17	0.16	1090.11	0.07	16.44	0.01	8.24	0.00	1061.78	0.12	3.65	0.00
PWY-3801	"SUCROSE-DEG;"	"sucrose degradation II (sucrose synthase);"	1.1.1.1+1.1.1.27+1.2.1.12+2.4.1.13+2.7.1.11+2.7.1.4+2.7.1.40+2.7.2.3+2.7.7.9+4.1.1.1+4.1.2.13+4.2.1.11+5.3.1.1+5.3.1.9+5.4.2.2	16	15	56	0.54	5101.60	0.33	354.25	0.28	653.54	0.30	3219.29	0.35	874.52	0.29
PWY-5338	"Cyclitols-Biosynthesis;"	"galactosylcyclitol biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PANTOSYN-PWY	"CoA-Biosynthesis; Super-Pathways; Vitamin-Biosynthesis;"	"superpathway of coenzyme A biosynthesis I (bacteria);"	1.1.1.169+2.1.2.11+2.7.1.24+2.7.1.33+2.7.7.3+4.1.1.11+4.1.1.36+6.3.2.1+6.3.2.5	9	9	24	0.23	1365.87	0.09	44.98	0.04	14.02	0.01	1295.53	0.14	11.34	0.00
PEPTIDOGLYCANSYN-PWY	"Peptidoglycan-Biosynthesis; Super-Pathways;"	"peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing);"	2.4.1.129+2.4.1.227+2.5.1.7+2.7.8.13+3.4.16.4+5.1.1.3+6.3.2.10+6.3.2.13+6.3.2.4+6.3.2.8+6.3.2.9	12	11	60	0.58	4168.00	0.27	77.17	0.06	41.16	0.02	4031.79	0.44	17.88	0.01
PWY-3841	"Folate-Transformations;"	"folate transformations II;"	1.5.1.20+1.5.1.3+1.5.1.5+2.1.1.13+2.1.1.45+2.1.2.1+3.5.4.9+6.3.2.12+6.3.3.2+6.3.4.3	10	10	19	0.18	1499.42	0.10	54.35	0.04	29.97	0.01	1391.19	0.15	23.91	0.01
SALVADEHYPOX-PWY	"Adenosine-Nucleotides-Degradation;"	"adenosine nucleotides degradation II;"	1.17.1.4+2.4.2.1+2.4.2.7+2.4.2.8+3.2.2.4+3.5.4.4	7	6	16	0.15	1082.91	0.07	29.81	0.02	7.26	0.00	1039.95	0.11	5.90	0.00
PWY-5844	"Menaquinone-Biosynthesis;"	"menaquinol-9 biosynthesis;"	2.1.1.163	1	1	2	0.02	99.42	0.01	8.13	0.01	0.08	0.00	89.64	0.01	1.58	0.00
GLUTAMATE-SYN2-PWY	"GLUTAMATE-SYN;"	"L-glutamate biosynthesis II;"	1.4.1.3	1	1	3	0.03	122.45	0.01	0.78	0.00	0.08	0.00	119.97	0.01	1.62	0.00
P621-PWY	"Other-Degradation;"	"nylon-6 oligomer degradation;"	2.6.1.-+3.5.2.-	4	2	4	0.04	238.96	0.02	3.01	0.00	1.18	0.00	232.33	0.03	2.44	0.00
PWY-6509	"Methanol-Oxidation;"	"methanol oxidation to formaldehyde III;"	1.1.99.-	1	1	3	0.03	179.97	0.01	0.35	0.00	4.34	0.00	174.07	0.02	1.20	0.00
PWY-5381	"NAD-Metabolism;"	"pyridine nucleotide cycling (plants);"	2.4.2.-+2.7.1.-+2.7.7.18+3.1.3.5+3.2.2.-+3.5.1.19+6.3.5.1	10	7	48	0.46	2776.42	0.18	56.55	0.04	72.28	0.03	2606.51	0.28	41.08	0.01
P1-PWY	""	""	2.1.1.45+2.4.2.1+2.4.2.4+2.4.2.7+2.4.2.8+2.4.2.9+2.7.1.-+2.7.1.21+2.7.1.48+2.7.4.14+2.7.4.3+2.7.4.8+2.7.4.9+3.5.4.5	15	14	49	0.47	5164.02	0.33	428.29	0.33	636.61	0.30	3170.26	0.35	928.88	0.31
PWY-6545	"Metabolic-Clusters; Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III;"	1.17.4.1+2.1.1.148+2.7.4.6+2.7.4.9+3.5.4.13+3.6.1.23	7	6	20	0.19	928.28	0.06	38.30	0.03	39.85	0.02	825.61	0.09	24.51	0.01
PWY-6113	"Fatty-acid-biosynthesis; Super-Pathways;"	"superpathway of mycolate biosynthesis;"	1.-.-.-+1.1.1.100+1.3.1.9+2.1.1.-+2.3.1.-+2.3.1.179+2.3.1.180+2.3.1.39+2.3.1.41+3.6.3.-+4.2.1.-+4.2.1.59+6.4.1.2+6.4.1.3	23	14	202	1.94	22603.00	1.44	2118.25	1.65	3568.24	1.66	11623.93	1.27	5292.58	1.74
SUCROSEUTIL2-PWY	"SUCROSE-DEG;"	"sucrose degradation VII (sucrose 3-dehydrogenase);"	1.1.1.-+3.2.1.-	3	2	18	0.17	1012.54	0.06	5.53	0.00	39.96	0.02	959.40	0.10	7.65	0.00
PWY-5963	"Cofactor-Biosynthesis;"	"thio-molybdenum cofactor biosynthesis;"	2.8.1.-	1	1	1	0.01	55.78	0.00	0.03	0.00	0.08	0.00	55.60	0.01	0.06	0.00
PWY-5920	"Heme-b-Biosynthesis; Super-Pathways;"	"superpathway of <i>b</i> heme biosynthesis from glycine;"	1.3.3.3+1.3.3.4+2.3.1.37+2.5.1.61+4.1.1.37+4.2.1.24+4.2.1.75+4.99.1.1	8	8	18	0.17	945.16	0.06	3.18	0.00	15.68	0.01	912.89	0.10	13.41	0.00
PWY0-1466	"Trehalose-Degradation;"	"trehalose degradation VI (periplasmic);"	3.2.1.28	1	1	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
PWY-5992	"TRITERPENOID-SYN;"	"thalianol and derivatives biosynthesis;"	1.14.13.-+5.4.99.-	3	2	16	0.15	958.43	0.06	45.81	0.04	22.58	0.01	882.74	0.10	7.30	0.00
PWY-1269	"CMP-KDO-Biosynthesis; CMP-Sugar-Biosynthesis;"	"CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis;"	2.5.1.55+2.7.7.38+3.1.3.45+5.3.1.13	4	4	5	0.05	484.54	0.03	0.27	0.00	0.84	0.00	482.70	0.05	0.73	0.00
PWY-5797	"Indole-3-Acetate-Inactivation;"	"indole-3-acetate inactivation VI;"	2.4.1.-	2	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-5046	"Respiration;"	"2-oxoisovalerate decarboxylation to isobutanoyl-CoA;"	1.2.4.4+1.8.1.4+2.3.1.168	3	3	21	0.20	905.98	0.06	45.21	0.04	0.98	0.00	856.20	0.09	3.58	0.00
PWY-5288	"C40-Carotenoids-Biosynthesis;"	"astaxanthin biosynthesis (bacteria, fungi, algae);"	1.14.99.-	1	1	8	0.08	434.40	0.03	29.01	0.02	0.32	0.00	402.70	0.04	2.36	0.00
DAPLYSINESYN-PWY	"LYSINE-SYN;"	"L-lysine biosynthesis I;"	1.2.1.11+2.3.1.117+2.6.1.17+2.7.2.4+3.5.1.18+4.1.1.20+5.1.1.7	9	7	21	0.20	1285.08	0.08	37.28	0.03	14.09	0.01	1224.63	0.13	9.08	0.00
NPGLUCAT-PWY	"Entner-Duodoroff-Pathways;"	"Entner-Doudoroff pathway II (non-phosphorylative);"	1.2.1.3+2.7.1.40+4.1.2.-+4.2.1.11+5.1.3.3	10	5	15	0.14	1159.82	0.07	11.65	0.01	5.18	0.00	1140.32	0.12	2.67	0.00
PWY-6387	"Acetylmuramoyl-Pentapeptide-Biosynthesis;"	"UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing);"	2.5.1.7+5.1.1.3+6.3.2.10+6.3.2.13+6.3.2.4+6.3.2.8+6.3.2.9	8	7	28	0.27	1669.42	0.11	25.89	0.02	13.01	0.01	1623.39	0.18	7.13	0.00
PWY-5	"NON-PROTEIN-AMINO-ACID-SYN;"	"canavanine biosynthesis;"	2.1.3.3+4.3.2.1+6.3.4.5	3	3	23	0.22	2154.72	0.14	157.54	0.12	782.83	0.36	1027.32	0.11	187.04	0.06
PWY-5531	"Chlorophyllide-a-Biosynthesis;"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic);"	1.14.13.-+1.3.1.75+1.3.3.3+1.3.3.4+2.1.1.11+4.1.1.37+6.6.1.1	8	7	17	0.16	939.84	0.06	10.61	0.01	7.66	0.00	909.87	0.10	11.70	0.00
PWY-4221	"CoA-Biosynthesis; Super-Pathways;"	"superpathway of coenzyme A biosynthesis II (plants);"	1.1.1.169+2.1.2.11+2.6.1.18+2.7.1.24+2.7.1.33+2.7.7.3+3.1.2.4+4.1.1.36+4.2.1.116+6.3.2.1+6.3.2.5	14	11	31	0.30	2092.96	0.13	45.97	0.04	33.95	0.02	1997.59	0.22	15.46	0.01
ARGSYN-PWY	"ARGININE-SYN; Super-Pathways;"	"L-arginine biosynthesis I (via L-ornithine);"	1.2.1.38+2.1.3.3+2.3.1.1+2.6.1.11+2.7.2.8+3.5.1.16+4.3.2.1+6.3.4.5+6.3.5.5	9	9	57	0.55	5185.81	0.33	418.93	0.33	1577.28	0.73	2789.27	0.30	400.34	0.13
PWY1F-353	"Betaine-Biosynthesis;"	"glycine betaine biosynthesis III (plants);"	1.2.1.8	2	1	2	0.02	282.69	0.02	0.34	0.00	1.01	0.00	280.58	0.03	0.76	0.00
PWY-6463	"Peptidoglycan-Cross-Bridge-Biosynthesis;"	"peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens);"	2.3.2.-	2	1	2	0.02	104.10	0.01	7.98	0.01	0.16	0.00	95.61	0.01	0.35	0.00
PWY-5767	""	""	2.4.1.1+2.4.1.25+5.4.2.2	5	3	9	0.09	397.29	0.03	6.70	0.01	40.33	0.02	342.92	0.04	7.34	0.00
PWY-381	"Nitrate-Reduction;"	"nitrate reduction II (assimilatory);"	1.7.7.1+6.3.1.2	3	2	7	0.07	311.50	0.02	13.40	0.01	3.63	0.00	293.03	0.03	1.44	0.00
TRNA-CHARGING-PWY	"Aminoacyl-tRNAs-Charging; Metabolic-Clusters;"	"tRNA charging;"	6.1.1.1+6.1.1.10+6.1.1.11+6.1.1.12+6.1.1.14+6.1.1.15+6.1.1.16+6.1.1.17+6.1.1.18+6.1.1.19+6.1.1.2+6.1.1.20+6.1.1.21+6.1.1.22+6.1.1.3+6.1.1.4+6.1.1.5+6.1.1.6+6.1.1.7+6.1.1.9	20	20	64	0.62	5884.45	0.38	465.69	0.36	992.52	0.46	3419.32	0.37	1006.92	0.33
PWY-5996	"Oleate-Biosynthesis;"	"oleate biosynthesis II (animals and fungi);"	3.1.2.-	2	1	7	0.07	295.31	0.02	18.12	0.01	8.59	0.00	263.69	0.03	4.92	0.00
PWY-5030	"HISTIDINE-DEG;"	"L-histidine degradation III;"	2.1.2.5+3.5.2.7+3.5.4.9+4.2.1.49+4.3.1.3	6	5	8	0.08	277.17	0.02	16.79	0.01	11.02	0.01	244.42	0.03	4.94	0.00
PWY-6520	"Polyprenyl-Biosynthesis;"	"nonaprenyl diphosphate biosynthesis II;"	2.5.1.-	1	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY-5156	"Fatty-acid-biosynthesis; Super-Pathways;"	"superpathway of fatty acid biosynthesis II (plant);"	1.1.1.100+1.3.1.9+2.3.1.180+2.3.1.39+2.3.1.41+4.2.1.59+6.4.1.2	12	7	31	0.30	2106.99	0.13	43.02	0.03	28.74	0.01	2022.11	0.22	13.13	0.00
PWY-5938	"Acetoin-Biosynthesis;"	"pyruvate fermentation to (<i>R</i>)-acetoin I;"	2.2.1.6	2	1	11	0.11	630.64	0.04	1.17	0.00	6.42	0.00	619.83	0.07	3.21	0.00
LIPA-CORESYN-PWY	"Glycan-Biosynthesis; Lipid-Biosynthesis;"	"lipid A-core biosynthesis (<i>E. coli</i> K-12);"	2.-.-.-+2.4.-.-+2.4.1.58+2.7.1.-	5	4	26	0.25	1585.27	0.10	30.42	0.02	32.75	0.02	1477.87	0.16	44.23	0.01
ARG-PRO-PWY	"ARGININE-DEG; PROLINE-SYN;"	"L-arginine degradation VI (arginase 2 pathway);"	1.5.1.2+2.6.1.13	3	2	4	0.04	300.23	0.02	15.08	0.01	5.91	0.00	277.02	0.03	2.22	0.00
PWY-6171	""	""	3.6.3.-	1	1	42	0.40	6107.76	0.39	647.48	0.50	1143.84	0.53	2591.40	0.28	1725.04	0.57
PWY-5944	"C40-Carotenoids-Biosynthesis;"	"zeaxanthin biosynthesis;"	1.14.99.-	1	1	8	0.08	434.40	0.03	29.01	0.02	0.32	0.00	402.70	0.04	2.36	0.00
ARG+POLYAMINE-SYN	"Polyamine-Biosynthesis; Super-Pathways;"	"superpathway of arginine and polyamine biosynthesis;"	1.2.1.38+2.1.3.3+2.3.1.1+2.5.1.16+2.6.1.11+2.7.2.8+3.5.1.16+3.5.3.11+4.1.1.19+4.1.1.50+4.3.2.1+6.3.4.5+6.3.5.5	15	13	64	0.62	5714.94	0.37	426.70	0.33	1578.07	0.73	3307.67	0.36	402.50	0.13
P641-PWY	"Mercury-Detoxification;"	"phenylmercury acetate degradation;"	1.16.1.1	2	1	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
PWY-1187	"GLUCOSINOLATE-SYN;"	"glucosinolate biosynthesis from homomethionine;"	1.14.13.-+2.8.2.-	3	2	4	0.04	224.61	0.01	8.13	0.01	0.22	0.00	215.80	0.02	0.45	0.00
PWY-5899	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-13 biosynthesis;"	2.1.1.163+2.2.1.9+2.5.1.-+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	9	44	0.42	4352.21	0.28	398.85	0.31	613.18	0.28	2426.92	0.26	913.26	0.30
PWY-2901	"CYTOKININ-BIOSYNTHESIS; Metabolic-Clusters;"	"cytokinins 9-<i>N</i>-glucoside biosynthesis;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
NONMEVIPP-PWY	"MEP-Pathways;"	"methylerythritol phosphate pathway I;"	1.1.1.267+1.17.1.2+1.17.7.1+2.2.1.7+2.7.1.148+2.7.7.60+4.6.1.12+5.3.3.2	8	8	22	0.21	3413.90	0.22	348.22	0.27	622.54	0.29	1520.80	0.17	922.33	0.30
PWY0-501	"Lipoate-Biosynthesis;"	"lipoate biosynthesis and incorporation I;"	2.3.1.181+2.8.1.8	2	2	6	0.06	411.90	0.03	9.46	0.01	33.32	0.02	362.04	0.04	7.10	0.00
PWY-5136	"Fatty-Acid-Degradation;"	"fatty acid &beta;-oxidation II (peroxisome);"	1.1.1.35+2.3.1.16+4.2.1.17+6.2.1.3	5	4	41	0.39	2008.31	0.13	35.28	0.03	54.94	0.03	1898.46	0.21	19.63	0.01
PWY-5269	"Cardiolipin-Biosynthesis;"	"cardiolipin biosynthesis II;"	2.7.8.5+3.1.3.27	2	2	4	0.04	212.28	0.01	16.26	0.01	3.54	0.00	191.48	0.02	1.00	0.00
PWY-5276	"CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfite-Oxidation;"	"sulfite oxidation I;"	1.8.2.1	1	1	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
