#KO	Name	Definition	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
K05098	KDR, VEGFR2, CD309	"kinase insert domain protein receptor [EC:2.7.10.1]"	18	0.17	1039.84	0.07	3.27	0.00	1.56	0.00	1033.75	0.11	1.25	0.00
K01483	allA	"ureidoglycolate lyase [EC:4.3.2.3]"	2	0.02	95.49	0.01	0.01	0.00	0.01	0.00	95.45	0.01	0.02	0.00
K06446	DCAA	"acyl-CoA dehydrogenase [EC:1.3.99.-]"	26	0.25	1241.42	0.08	2.16	0.00	36.30	0.02	1192.09	0.13	10.88	0.00
K21949	sbnA	"N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140]"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
K02026	ABC.MS.P1	"multiple sugar transport system permease protein"	9	0.09	2375.84	0.15	328.30	0.26	589.79	0.27	566.69	0.06	891.05	0.29
K06001	trpB	"tryptophan synthase beta chain [EC:4.2.1.20]"	9	0.09	2191.79	0.14	300.53	0.23	581.05	0.27	453.98	0.05	856.23	0.28
K03625	nusB	"transcription antitermination protein NusB"	2	0.02	129.42	0.01	8.42	0.01	16.67	0.01	101.78	0.01	2.55	0.00
K00783	rlmH	"23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
K16899	addB	"ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
K20757	dthadh	"threo-3-hydroxy-D-aspartate ammonia-lyase [EC:4.3.1.27]"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
K00265	gltB	"glutamate synthase (NADPH) large chain [EC:1.4.1.13]"	24	0.23	3627.85	0.23	339.71	0.26	608.33	0.28	1781.35	0.19	898.46	0.30
K23170	murL	"UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23]"	3	0.03	142.40	0.01	0.15	0.00	0.37	0.00	141.70	0.02	0.19	0.00
K04372	MKNK, MNK	"MAP kinase interacting serine/threonine kinase [EC:2.7.11.1]"	19	0.18	1100.08	0.07	3.27	0.00	1.68	0.00	1093.84	0.12	1.29	0.00
K03190	ureD, ureH	"urease accessory protein"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K02305	norC	"nitric oxide reductase subunit C"	3	0.03	432.81	0.03	0.24	0.00	1.02	0.00	430.74	0.05	0.81	0.00
K03392	ACMSD	"aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
K01180	E3.2.1.6	"endo-1,3(4)-beta-glucanase [EC:3.2.1.6]"	9	0.09	617.43	0.04	18.68	0.01	0.86	0.00	595.35	0.06	2.53	0.00
K15983	kshB	"3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.15.30]"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
K13990	FTCD	"glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
K13693	gpgS	"glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]"	6	0.06	158.87	0.01	2.49	0.00	0.18	0.00	153.27	0.02	2.93	0.00
K01911	menE	"O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]"	1	0.01	29.33	0.00	0.02	0.00	3.64	0.00	24.90	0.00	0.78	0.00
K17872	NDC1, ndbB	"demethylphylloquinone reductase [EC:1.6.5.12]"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
K02817	PTS-Tre-EIIA, treP	"PTS system, trehalose-specific IIA component [EC:2.7.1.201]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K21673	cdhA	"caffeine dehydrogenase subunit alpha [EC:1.17.5.2]"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
K05786	rarD	"chloramphenicol-sensitive protein RarD"	2	0.02	210.15	0.01	0.21	0.00	0.40	0.00	209.15	0.02	0.39	0.00
K12132	prkC, stkP	"eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]"	4	0.04	225.86	0.01	2.79	0.00	0.72	0.00	221.77	0.02	0.58	0.00
K01669	phrB	"deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]"	6	0.06	254.38	0.02	8.51	0.01	3.93	0.00	240.67	0.03	1.27	0.00
K07316	mod	"adenine-specific DNA-methyltransferase [EC:2.1.1.72]"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
K01724	PCBD, phhB	"4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]"	4	0.04	313.16	0.02	0.86	0.00	0.62	0.00	311.06	0.03	0.62	0.00
K02160	accB, bccP	"acetyl-CoA carboxylase biotin carboxyl carrier protein"	2	0.02	127.32	0.01	10.49	0.01	0.06	0.00	116.49	0.01	0.28	0.00
K09846	crtF	"demethylspheroidene O-methyltransferase [EC:2.1.1.210]"	1	0.01	13.49	0.00	0.00	0.00	0.01	0.00	11.94	0.00	1.53	0.00
K08591	plsY	"acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]"	2	0.02	159.33	0.01	8.13	0.01	0.07	0.00	150.85	0.02	0.27	0.00
K02259	COX15, ctaA	"cytochrome c oxidase assembly protein subunit 15"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
K13584	ctrA	"two-component system, cell cycle response regulator CtrA"	1	0.01	27.60	0.00	0.04	0.00	3.43	0.00	23.39	0.00	0.74	0.00
K01061	E3.1.1.45	"carboxymethylenebutenolidase [EC:3.1.1.45]"	2	0.02	94.61	0.01	0.20	0.00	0.05	0.00	94.28	0.01	0.08	0.00
K02482	K02482	"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"	196	1.88	26611.25	1.70	2604.50	2.03	4835.92	2.25	12069.45	1.31	7101.37	2.34
K04083	hslO	"molecular chaperone Hsp33"	4	0.04	213.35	0.01	2.40	0.00	3.66	0.00	206.36	0.02	0.93	0.00
K10797	enr	"2-enoate reductase [EC:1.3.1.31]"	4	0.04	297.87	0.02	12.40	0.01	1.89	0.00	280.41	0.03	3.17	0.00
K15578	nrtC, nasD	"nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
K15510	fgd1	"coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2]"	2	0.02	55.47	0.00	1.41	0.00	0.07	0.00	53.60	0.01	0.39	0.00
K02002	proX	"glycine betaine/proline transport system substrate-binding protein"	2	0.02	395.93	0.03	0.02	0.00	1.05	0.00	393.88	0.04	0.98	0.00
K01551	arsA, ASNA1, GET3	"arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]"	3	0.03	1874.81	0.12	298.41	0.23	564.02	0.26	159.23	0.02	853.14	0.28
K16149	K16149	"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
K00035	gal	"D-galactose 1-dehydrogenase [EC:1.1.1.48]"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
K00854	xylB, XYLB	"xylulokinase [EC:2.7.1.17]"	6	0.06	462.21	0.03	12.50	0.01	2.14	0.00	442.75	0.05	4.82	0.00
K11085	msbA	"ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]"	5	0.05	480.03	0.03	0.35	0.00	1.17	0.00	476.30	0.05	2.21	0.00
K15016	K15016	"enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]"	35	0.34	3766.15	0.24	335.82	0.26	625.90	0.29	1897.16	0.21	907.28	0.30
K02864	RP-L10, MRPL10, rplJ	"large subunit ribosomal protein L10"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
K13746	cansdh	"carboxynorspermidine synthase [EC:1.5.1.43]"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
K02291	crtB	"15-cis-phytoene synthase [EC:2.5.1.32]"	3	0.03	164.80	0.01	8.13	0.01	0.20	0.00	156.21	0.02	0.26	0.00
K16254	mxaJ	"mxaJ protein"	2	0.02	228.53	0.01	0.02	0.00	0.65	0.00	227.22	0.02	0.65	0.00
K01745	hutH, HAL	"histidine ammonia-lyase [EC:4.3.1.3]"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
K03828	yjgM	"putative acetyltransferase [EC:2.3.1.-]"	2	0.02	26.70	0.00	0.23	0.00	0.03	0.00	24.93	0.00	1.52	0.00
K02956	RP-S15, MRPS15, rpsO	"small subunit ribosomal protein S15"	4	0.04	210.85	0.01	10.25	0.01	3.84	0.00	195.69	0.02	1.07	0.00
K00167	BCKDHB, bkdA2	"2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]"	11	0.11	604.44	0.04	24.05	0.02	0.74	0.00	576.74	0.06	2.92	0.00
K01903	sucC	"succinyl-CoA synthetase beta subunit [EC:6.2.1.5]"	3	0.03	149.51	0.01	9.77	0.01	1.37	0.00	135.69	0.01	2.68	0.00
K02760	PTS-Cel-EIIB, celA, chbB	"PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205]"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K00186	vorA	"2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
K00202	fwdC, fmdC	"formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]"	10	0.10	1091.66	0.07	0.75	0.00	6.51	0.00	1079.89	0.12	4.52	0.00
K01814	hisA	"phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
K01704	leuD, IPMI-S	"3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]"	10	0.10	409.58	0.03	22.94	0.02	5.86	0.00	376.93	0.04	3.84	0.00
K02558	mpl	"UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]"	5	0.05	307.64	0.02	3.56	0.00	3.84	0.00	298.81	0.03	1.44	0.00
K03388	hdrA2	"heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]"	248	2.39	30659.52	1.96	2726.52	2.13	4931.89	2.29	15830.16	1.72	7170.95	2.36
K12942	abgT	"aminobenzoyl-glutamate transport protein"	2	0.02	73.12	0.00	0.00	0.00	0.13	0.00	71.50	0.01	1.49	0.00
K03935	NDUFS2	"NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2 1.6.99.3]"	3	0.03	293.88	0.02	0.92	0.00	0.81	0.00	290.59	0.03	1.56	0.00
K00929	buk	"butyrate kinase [EC:2.7.2.7]"	3	0.03	145.84	0.01	10.39	0.01	0.06	0.00	135.11	0.01	0.28	0.00
K20860	FHY1	"FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
K01492	purNH	"phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.2 2.1.2.3]"	3	0.03	146.13	0.01	0.33	0.00	20.15	0.01	122.48	0.01	3.18	0.00
K00135	gabD	"succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"	4	0.04	524.03	0.03	0.88	0.00	1.19	0.00	520.88	0.06	1.08	0.00
K02774	PTS-Gat-EIIB, gatB, sgcB	"PTS system, galactitol-specific IIB component [EC:2.7.1.200]"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K04367	MOS	"proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]"	10	0.10	523.88	0.03	3.04	0.00	1.40	0.00	518.48	0.06	0.96	0.00
K00370	narG, narZ, nxrA	"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"	4	0.04	639.38	0.04	0.03	0.00	1.52	0.00	636.41	0.07	1.42	0.00
K01633	folB	"7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
K12982	opsX	"heptosyltransferase I [EC:2.4.-.-]"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
K00357	QDPR	"dihydropteridine reductase [EC:1.5.1.34]"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
K01682	acnB	"aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]"	9	0.09	384.11	0.02	22.83	0.02	5.72	0.00	351.83	0.04	3.73	0.00
K02523	ispB	"octaprenyl-diphosphate synthase [EC:2.5.1.90]"	6	0.06	520.29	0.03	8.19	0.01	4.10	0.00	506.48	0.06	1.51	0.00
K00867	coaA	"type I pantothenate kinase [EC:2.7.1.33]"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
K00853	araB	"L-ribulokinase [EC:2.7.1.16]"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
K00005	gldA	"glycerol dehydrogenase [EC:1.1.1.6]"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
K02600	nusA	"transcription termination/antitermination protein NusA"	4	0.04	215.49	0.01	10.25	0.01	3.85	0.00	200.28	0.02	1.11	0.00
K13747	nspC	"carboxynorspermidine decarboxylase [EC:4.1.1.96]"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
K02313	dnaA	"chromosomal replication initiator protein"	3	0.03	125.26	0.01	9.89	0.01	1.20	0.00	111.36	0.01	2.81	0.00
K04109	hcrB, hbaD	"4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9]"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
K03470	rnhB	"ribonuclease HII [EC:3.1.26.4]"	4	0.04	276.38	0.02	0.35	0.00	20.94	0.01	250.26	0.03	4.83	0.00
K03785	aroD	"3-dehydroquinate dehydratase I [EC:4.2.1.10]"	7	0.07	434.41	0.03	10.79	0.01	43.48	0.02	372.10	0.04	8.05	0.00
K01999	livK	"branched-chain amino acid transport system substrate-binding protein"	7	0.07	2173.99	0.14	299.39	0.23	565.45	0.26	454.83	0.05	854.32	0.28
K08884	K08884	"serine/threonine protein kinase, bacterial [EC:2.7.11.1]"	144	1.38	15713.66	1.00	1400.78	1.09	2496.32	1.16	8184.54	0.89	3632.02	1.20
K09817	znuC	"zinc transport system ATP-binding protein [EC:7.2.2.-]"	25	0.24	1370.96	0.09	30.82	0.02	20.29	0.01	1304.19	0.14	15.66	0.01
K00728	POMT, pmt	"dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
K02054	ABC.SP.P1	"putative spermidine/putrescine transport system permease protein"	4	0.04	317.70	0.02	2.72	0.00	17.04	0.01	294.95	0.03	2.99	0.00
K03692	E2.4.1.213	"glucosylglycerol-phosphate synthase [EC:2.4.1.213]"	4	0.04	305.71	0.02	1.61	0.00	17.20	0.01	283.88	0.03	3.03	0.00
K18889	mdlA, smdA	"ATP-binding cassette, subfamily B, multidrug efflux pump"	3	0.03	1849.13	0.12	308.64	0.24	564.04	0.26	123.07	0.01	853.37	0.28
K07648	arcB	"two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]"	175	1.68	23583.13	1.51	2291.70	1.79	4269.08	1.98	10778.13	1.17	6244.22	2.06
K10821		""	8	0.08	241.65	0.02	2.46	0.00	7.32	0.00	230.01	0.03	1.87	0.00
K10235	aglK	"alpha-glucoside transport system ATP-binding protein"	40	0.38	2739.15	0.18	42.18	0.03	73.08	0.03	2604.44	0.28	19.45	0.01
K12506	ispDF	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"	2	0.02	233.37	0.01	5.07	0.00	0.69	0.00	226.77	0.02	0.85	0.00
K10441	rbsA	"ribose transport system ATP-binding protein [EC:7.5.2.7]"	32	0.31	4141.35	0.26	329.82	0.26	615.70	0.29	2322.19	0.25	873.63	0.29
K15581	oppB	"oligopeptide transport system permease protein"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
K00253	IVD, ivd	"isovaleryl-CoA dehydrogenase [EC:1.3.8.4]"	29	0.28	1318.58	0.08	2.67	0.00	40.04	0.02	1264.04	0.14	11.83	0.00
K13304	SGK3	"serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1]"	15	0.14	881.41	0.06	3.04	0.00	1.50	0.00	875.76	0.10	1.11	0.00
K02401	flhB	"flagellar biosynthetic protein FlhB"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
K01284	dcp	"peptidyl-dipeptidase Dcp [EC:3.4.15.5]"	3	0.03	101.57	0.01	0.24	0.00	3.76	0.00	96.72	0.01	0.86	0.00
K05777	ABC.VB1X.S	"putative thiamine transport system substrate-binding protein"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K14635	MPH1	"ATP-dependent DNA helicase MPH1 [EC:3.6.4.12]"	3	0.03	335.40	0.02	7.87	0.01	0.59	0.00	326.31	0.04	0.63	0.00
K02050	ABC.SN.P	"NitT/TauT family transport system permease protein"	10	0.10	1354.48	0.09	0.74	0.00	35.98	0.02	1310.28	0.14	7.47	0.00
K21782	pigA, redW	"L-prolyl-PCP dehydrogenase [EC:1.3.8.14]"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
K07220	K07220	"uncharacterized protein"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
K00765	hisG	"ATP phosphoribosyltransferase [EC:2.4.2.17]"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
K05097	FLT4, VEGFR3	"FMS-like tyrosine kinase 4 [EC:2.7.10.1]"	18	0.17	1039.84	0.07	3.27	0.00	1.56	0.00	1033.75	0.11	1.25	0.00
K03742	pncC	"nicotinamide-nucleotide amidase [EC:3.5.1.42]"	3	0.03	336.18	0.02	10.34	0.01	0.71	0.00	324.18	0.04	0.95	0.00
K00326	E1.6.2.2	"cytochrome-b5 reductase [EC:1.6.2.2]"	3	0.03	459.77	0.03	0.04	0.00	4.50	0.00	453.52	0.05	1.71	0.00
K02494	lolB	"outer membrane lipoprotein LolB"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
K03976	ybaK, ebsC	"Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]"	1	0.01	42.19	0.00	2.26	0.00	0.00	0.00	39.89	0.00	0.03	0.00
K09888	zapA	"cell division protein ZapA"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
K00810	UBIAD1	"menadiol prenyltransferase [EC:2.5.1.-]"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
K03657	uvrD, pcrA	"DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]"	3	0.03	243.78	0.02	0.01	0.00	0.42	0.00	243.01	0.03	0.34	0.00
K13651	mqsR	"motility quorum-sensing regulator / GCU-specific mRNA interferase toxin"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
K00882	fruK	"1-phosphofructokinase [EC:2.7.1.56]"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K08693	yfkN	"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"	9	0.09	586.88	0.04	37.02	0.03	9.60	0.00	527.23	0.06	13.03	0.00
K01035	atoA	"acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
K01623	ALDO	"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	3	0.03	125.54	0.01	0.27	0.00	0.04	0.00	125.05	0.01	0.17	0.00
K09065	argF	"N-acetylornithine carbamoyltransferase [EC:2.1.3.9]"	1	0.01	556.01	0.04	58.03	0.05	377.67	0.18	31.97	0.00	88.34	0.03
K01011	TST, MPST, sseA	"thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"	15	0.14	1100.63	0.07	27.06	0.02	1.77	0.00	1068.44	0.12	3.36	0.00
K02999	RPA1, POLR1A	"DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6]"	2	0.02	145.60	0.01	0.00	0.00	0.03	0.00	145.52	0.02	0.05	0.00
K13985	NAPEPLD	"N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
K11356	cikA	"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"	148	1.42	20016.35	1.28	1979.34	1.54	3599.83	1.67	9101.63	0.99	5335.54	1.76
K03046	rpoC	"DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]"	3	0.03	218.40	0.01	0.01	0.00	0.04	0.00	218.28	0.02	0.07	0.00
K04373	RPS6KA	"ribosomal protein S6 kinase alpha-1/2/3/6 [EC:2.7.11.1]"	19	0.18	1100.08	0.07	3.27	0.00	1.68	0.00	1093.84	0.12	1.29	0.00
K00500	phhA, PAH	"phenylalanine-4-hydroxylase [EC:1.14.16.1]"	1	0.01	60.25	0.00	0.00	0.00	0.13	0.00	60.08	0.01	0.04	0.00
K02770	PTS-Fru-EIIC, fruA	"PTS system, fructose-specific IIC component"	6	0.06	340.94	0.02	2.63	0.00	0.43	0.00	337.43	0.04	0.45	0.00
K11410	acdH	"short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]"	17	0.16	939.53	0.06	1.36	0.00	25.44	0.01	904.56	0.10	8.18	0.00
K07116	pvdQ, quiP	"acyl-homoserine-lactone acylase [EC:3.5.1.97]"	1	0.01	13.73	0.00	0.00	0.00	0.01	0.00	12.06	0.00	1.66	0.00
K06959	tex	"protein Tex"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
K07709	zraS, hydH	"two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]"	160	1.54	21288.18	1.36	1978.05	1.54	3601.69	1.67	10368.24	1.13	5340.20	1.76
K06075	slyA	"MarR family transcriptional regulator, transcriptional regulator for hemolysin"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
K18204	D2HGDH	"D-2-hydroxyglutarate dehydrogenase [EC:1.1.99.39]"	3	0.03	367.86	0.02	0.34	0.00	1.20	0.00	365.45	0.04	0.87	0.00
K00992	murU	"N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]"	36	0.35	3103.00	0.20	23.81	0.02	173.09	0.08	2844.25	0.31	61.86	0.02
K15554	ssuC	"sulfonate transport system permease protein"	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
K03782	katG	"catalase-peroxidase [EC:1.11.1.21]"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
K02916	RP-L35, MRPL35, rpmI	"large subunit ribosomal protein L35"	5	0.05	351.19	0.02	16.13	0.01	5.92	0.00	325.99	0.04	3.14	0.00
K00689	E2.4.1.5	"dextransucrase [EC:2.4.1.5]"	7	0.07	214.18	0.01	18.40	0.01	2.27	0.00	185.60	0.02	7.91	0.00
K00819	rocD, OAT	"ornithine--oxo-acid transaminase [EC:2.6.1.13]"	2	0.02	186.58	0.01	6.94	0.01	2.36	0.00	176.20	0.02	1.10	0.00
K00841	patA	"aminotransferase [EC:2.6.1.-]"	5	0.05	373.83	0.02	7.34	0.01	4.10	0.00	361.47	0.04	0.92	0.00
K20448	ndhM	"nicotinate dehydrogenase medium molybdopterin subunit [EC:1.17.1.5]"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
K03808	pqiA	"paraquat-inducible protein A"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
K03306	TC.PIT	"inorganic phosphate transporter, PiT family"	2	0.02	124.53	0.01	0.63	0.00	0.61	0.00	122.25	0.01	1.05	0.00
K07516	fadN	"3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"	35	0.34	3766.15	0.24	335.82	0.26	625.90	0.29	1897.16	0.21	907.28	0.30
K13302	SGK1	"serum/glucocorticoid-regulated kinase 1 [EC:2.7.11.1]"	15	0.14	881.41	0.06	3.04	0.00	1.50	0.00	875.76	0.10	1.11	0.00
K13757	PDE6C	"cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' [EC:3.1.4.35]"	2	0.02	26.89	0.00	0.27	0.00	0.04	0.00	25.02	0.00	1.56	0.00
K03696	clpC	"ATP-dependent Clp protease ATP-binding subunit ClpC"	1	0.01	17.44	0.00	0.00	0.00	0.01	0.00	17.42	0.00	0.01	0.00
K02178	BUB1	"checkpoint serine/threonine-protein kinase [EC:2.7.11.1]"	15	0.14	830.95	0.05	3.27	0.00	1.35	0.00	825.18	0.09	1.14	0.00
K10125	dctB	"two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]"	172	1.65	23429.32	1.50	2296.58	1.79	4170.71	1.94	10763.62	1.17	6198.41	2.04
K05580	ndhI	"NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]"	12	0.12	1284.53	0.08	11.01	0.01	3.78	0.00	1263.29	0.14	6.45	0.00
K10716	kch, trkA, mthK, pch	"voltage-gated potassium channel"	2	0.02	121.28	0.01	2.47	0.00	0.01	0.00	118.75	0.01	0.05	0.00
