#Accession	Name	Function	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
TIGR00836	amt	"ammonium transporter"	2	0.02	148.21	0.01	7.86	0.01	0.07	0.00	140.00	0.02	0.27	0.00
TIGR03438	egtD_ergothio	"dimethylhistidine N-methyltransferase"	3	0.03	1888.92	0.12	325.55	0.25	585.32	0.27	87.24	0.01	890.80	0.29
TIGR00474	selA	"L-seryl-tRNA(Sec) selenium transferase"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR00302	TIGR00302	"phosphoribosylformylglycinamidine synthase, purS protein"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
TIGR03491	TIGR03491	"putative RecB family nuclease, TM0106 family"	1	0.01	17.44	0.00	0.00	0.00	0.01	0.00	17.42	0.00	0.01	0.00
TIGR00247	TIGR00247	"conserved hypothetical protein, YceG family"	2	0.02	95.70	0.01	2.40	0.00	0.13	0.00	93.05	0.01	0.12	0.00
TIGR04020	seco_metab_LLM	"natural product biosynthesis luciferase-like monooxygenase domain"	3	0.03	301.68	0.02	0.59	0.00	22.40	0.01	274.48	0.03	4.21	0.00
TIGR00033	aroC	"chorismate synthase"	3	0.03	272.61	0.02	0.04	0.00	0.50	0.00	271.67	0.03	0.40	0.00
TIGR02242	tail_TIGR02242	"phage tail protein domain"	1	0.01	24.70	0.00	0.10	0.00	0.07	0.00	24.44	0.00	0.09	0.00
TIGR00959	ffh	"signal recognition particle protein"	5	0.05	342.65	0.02	12.11	0.01	44.12	0.02	227.40	0.02	59.02	0.02
TIGR00393	kpsF	"sugar isomerase, KpsF/GutQ family"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
TIGR03544	DivI1A_domain	"DivIVA domain"	3	0.03	156.66	0.01	11.14	0.01	0.12	0.00	144.94	0.02	0.46	0.00
TIGR03824	FlgM_jcvi	"flagellar biosynthesis anti-sigma factor FlgM"	1	0.01	23.81	0.00	0.00	0.00	0.00	0.00	23.81	0.00	0.00	0.00
TIGR00550	nadA	"quinolinate synthetase complex, A subunit"	3	0.03	315.76	0.02	0.01	0.00	0.54	0.00	313.34	0.03	1.88	0.00
TIGR02787	codY_Gpos	"GTP-sensing transcriptional pleiotropic repressor CodY"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR00252	TIGR00252	"TIGR00252 family protein"	2	0.02	1742.85	0.11	298.67	0.23	563.99	0.26	27.05	0.00	853.15	0.28
TIGR01821	5aminolev_synth	"5-aminolevulinic acid synthase"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR02773	addB_Gpos	"helicase-exonuclease AddAB, AddB subunit"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR04485	thiosulf_SoxX	"sulfur oxidation c-type cytochrome SoxX"	2	0.02	222.89	0.01	0.27	0.00	0.50	0.00	221.70	0.02	0.42	0.00
TIGR02118	TIGR02118	"conserved hypothetical protein"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
TIGR01357	aroB	"3-dehydroquinate synthase"	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
TIGR00621	ssb	"single-stranded DNA-binding protein"	7	0.07	272.89	0.02	0.17	0.00	3.71	0.00	266.66	0.03	2.36	0.00
TIGR02121	Na_Pro_sym	"sodium/proline symporter"	3	0.03	103.65	0.01	0.23	0.00	0.15	0.00	103.12	0.01	0.15	0.00
TIGR00915	2A0602	"RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family"	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
TIGR00066	g_glut_trans	"gamma-glutamyltransferase"	4	0.04	1908.10	0.12	325.57	0.25	585.53	0.27	106.31	0.01	890.70	0.29
TIGR01954	nusA_Cterm_rpt	"transcription termination factor NusA, C-terminal duplication"	2	0.02	96.06	0.01	0.03	0.00	3.79	0.00	91.43	0.01	0.82	0.00
TIGR02094	more_P_ylases	"alpha-glucan phosphorylases"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR03646	YtoQ_fam	"YtoQ family protein"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
TIGR03949	bact_IIb_cerein	"class IIb bacteriocin, lactobin A/cerein 7B family"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
TIGR03857	F420_MSMEG_2249	"probable F420-dependent oxidoreductase, MSMEG_2249 family"	1	0.01	13.34	0.00	0.21	0.00	0.03	0.00	13.00	0.00	0.10	0.00
TIGR03838	queuosine_YadB	"glutamyl-queuosine tRNA(Asp) synthetase"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
TIGR01444	fkbM_fam	"methyltransferase, FkbM family"	3	0.03	356.13	0.02	0.63	0.00	17.67	0.01	334.66	0.04	3.18	0.00
TIGR02970	succ_dehyd_cytB	"succinate dehydrogenase, cytochrome b556 subunit"	2	0.02	247.68	0.02	0.14	0.00	4.17	0.00	241.87	0.03	1.50	0.00
TIGR00453	ispD	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"	3	0.03	269.37	0.02	5.92	0.00	0.76	0.00	261.61	0.03	1.09	0.00
TIGR01829	AcAcCoA_reduct	"acetoacetyl-CoA reductase"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
TIGR03830	CxxCG_CxxCG_HTH	"putative zinc finger/helix-turn-helix protein, YgiT family"	2	0.02	106.64	0.01	0.00	0.00	0.02	0.00	106.60	0.01	0.03	0.00
TIGR01099	galU	"UTP--glucose-1-phosphate uridylyltransferase"	3	0.03	120.72	0.01	2.49	0.00	3.52	0.00	113.83	0.01	0.88	0.00
TIGR03707	PPK2_P_aer	"polyphosphate kinase 2"	2	0.02	37.91	0.00	0.26	0.00	3.18	0.00	33.73	0.00	0.74	0.00
TIGR02046	sdhC_b558_fam	"succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family"	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
TIGR01141	hisC	"histidinol-phosphate transaminase"	2	0.02	79.77	0.01	0.78	0.00	18.44	0.01	57.22	0.01	3.34	0.00
TIGR01814	kynureninase	"kynureninase"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
TIGR02042	sir	"sulfite reductase, ferredoxin dependent"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR01476	chlor_syn_BchG	"bacteriochlorophyll/chlorophyll synthetase"	2	0.02	97.73	0.01	0.05	0.00	3.20	0.00	93.75	0.01	0.73	0.00
TIGR00574	dnl1	"DNA ligase I, ATP-dependent (dnl1)"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
TIGR03719	ABC_ABC_ChvD	"ATP-binding cassette protein, ChvD family"	3	0.03	109.23	0.01	9.97	0.01	1.72	0.00	92.40	0.01	5.14	0.00
TIGR03232	benzo_1_2_benB	"benzoate 1,2-dioxygenase, small subunit"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
TIGR01137	cysta_beta	"cystathionine beta-synthase"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
TIGR02470	sucr_synth	"sucrose synthase"	2	0.02	142.66	0.01	0.00	0.00	0.03	0.00	142.57	0.02	0.06	0.00
TIGR01515	branching_enzym	"1,4-alpha-glucan branching enzyme"	3	0.03	156.89	0.01	1.48	0.00	16.69	0.01	136.12	0.01	2.60	0.00
TIGR01735	FGAM_synt	"phosphoribosylformylglycinamidine synthase"	2	0.02	77.07	0.00	0.06	0.00	0.34	0.00	75.65	0.01	1.01	0.00
TIGR03804	para_beta_helix	"parallel beta-helix repeat"	2	0.02	144.75	0.01	0.00	0.00	0.03	0.00	144.67	0.02	0.05	0.00
TIGR02100	glgX_debranch	"glycogen debranching enzyme GlgX"	4	0.04	123.48	0.01	1.80	0.00	19.87	0.01	98.38	0.01	3.43	0.00
TIGR01901	adhes_NPXG	"filamentous hemagglutinin family N-terminal domain"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR00486	YbgI_SA1388	"dinuclear metal center protein, YbgI/SA1388 family"	2	0.02	90.61	0.01	20.85	0.02	18.94	0.01	31.99	0.00	18.81	0.01
TIGR03534	RF_mod_PrmC	"protein-(glutamine-N5) methyltransferase, release factor-specific"	4	0.04	132.76	0.01	0.00	0.00	0.14	0.00	131.17	0.01	1.44	0.00
TIGR00419	tim	"triose-phosphate isomerase"	4	0.04	363.27	0.02	5.78	0.00	4.33	0.00	351.16	0.04	2.01	0.00
TIGR00044	TIGR00044	"pyridoxal phosphate enzyme, YggS family"	2	0.02	258.37	0.02	0.91	0.00	0.53	0.00	256.37	0.03	0.55	0.00
TIGR02156	PA_CoA_Oxy1	"phenylacetate-CoA oxygenase, PaaG subunit"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR00135	gatC	"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit"	3	0.03	162.17	0.01	10.56	0.01	18.22	0.01	127.86	0.01	5.53	0.00
TIGR00586	mutt	"mutator mutT protein"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR02504	NrdJ_Z	"ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent"	3	0.03	163.45	0.01	8.13	0.01	0.18	0.00	154.87	0.02	0.27	0.00
TIGR00968	3a0106s01	"sulfate ABC transporter, ATP-binding protein"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
TIGR00634	recN	"DNA repair protein RecN"	7	0.07	465.29	0.03	13.00	0.01	7.50	0.00	442.98	0.05	1.81	0.00
TIGR01273	speA	"arginine decarboxylase"	2	0.02	81.70	0.01	0.00	0.00	0.15	0.00	80.05	0.01	1.50	0.00
TIGR01302	IMP_dehydrog	"inosine-5'-monophosphate dehydrogenase"	2	0.02	204.12	0.01	0.01	0.00	0.43	0.00	202.02	0.02	1.67	0.00
TIGR01349	PDHac_trf_mito	"pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase"	2	0.02	41.59	0.00	10.00	0.01	1.27	0.00	25.94	0.00	4.39	0.00
TIGR02075	pyrH_bact	"UMP kinase"	2	0.02	119.43	0.01	10.23	0.01	0.06	0.00	108.85	0.01	0.29	0.00
TIGR01783	TonB-siderophor	"TonB-dependent siderophore receptor"	3	0.03	100.26	0.01	0.47	0.00	0.04	0.00	99.54	0.01	0.21	0.00
TIGR01416	Rieske_proteo	"ubiquinol-cytochrome c reductase, iron-sulfur subunit"	2	0.02	215.95	0.01	0.26	0.00	0.43	0.00	214.87	0.02	0.39	0.00
TIGR02802	Pal_lipo	"peptidoglycan-associated lipoprotein"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
TIGR02398	gluc_glyc_Psyn	"glucosylglycerol-phosphate synthase"	3	0.03	263.82	0.02	0.43	0.00	17.14	0.01	243.51	0.03	2.74	0.00
TIGR01051	topA_bact	"DNA topoisomerase I"	2	0.02	295.76	0.02	7.87	0.01	0.53	0.00	286.69	0.03	0.67	0.00
TIGR02678	TIGR02678	"TIGR02678 family protein"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
TIGR00282	TIGR00282	"metallophosphoesterase, MG_246/BB_0505 family"	2	0.02	119.43	0.01	10.23	0.01	0.06	0.00	108.85	0.01	0.29	0.00
TIGR00088	trmD	"tRNA (guanine(37)-N(1))-methyltransferase"	3	0.03	102.06	0.01	0.04	0.00	4.00	0.00	95.88	0.01	2.14	0.00
TIGR02181	GRX_bact	"glutaredoxin 3"	3	0.03	146.26	0.01	0.05	0.00	3.86	0.00	141.49	0.02	0.86	0.00
TIGR02875	spore_0_A	"sporulation transcription factor Spo0A"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR04256	GxxExxY	"GxxExxY protein"	2	0.02	142.82	0.01	0.00	0.00	0.05	0.00	142.71	0.02	0.07	0.00
TIGR00945	tatC	"twin arginine-targeting protein translocase TatC"	3	0.03	136.82	0.01	4.85	0.00	3.46	0.00	126.63	0.01	1.87	0.00
TIGR00299	TIGR00299	"TIGR00299 family protein"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
TIGR00688	rarD	"protein RarD"	3	0.03	235.78	0.02	0.23	0.00	3.75	0.00	230.66	0.03	1.14	0.00
TIGR00180	parB_part	"ParB/RepB/Spo0J family partition protein"	3	0.03	70.33	0.00	0.14	0.00	3.64	0.00	63.92	0.01	2.63	0.00
TIGR03081	metmalonyl_epim	"methylmalonyl-CoA epimerase"	2	0.02	291.23	0.02	8.14	0.01	0.70	0.00	281.50	0.03	0.89	0.00
TIGR04093	cas1_CYANO	"CRISPR-associated endonuclease Cas1, subtype CYANO"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR04283	glyco_like_mftF	"transferase 2, rSAM/selenodomain-associated"	1	0.01	12.82	0.00	0.00	0.00	0.02	0.00	11.46	0.00	1.33	0.00
TIGR03801	asp_4_decarbox	"aspartate 4-decarboxylase"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
TIGR00540	TPR_hemY_coli	"heme biosynthesis-associated TPR protein"	1	0.01	13.34	0.00	0.21	0.00	0.03	0.00	13.00	0.00	0.10	0.00
TIGR01710	typeII_sec_gspG	"type II secretion system protein G"	2	0.02	133.31	0.01	0.07	0.00	0.49	0.00	131.73	0.01	1.02	0.00
TIGR01258	pgm_1	"phosphoglycerate mutase 1 family"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
TIGR00431	TruB	"tRNA pseudouridine(55) synthase"	5	0.05	1993.11	0.13	300.70	0.23	587.60	0.27	205.16	0.02	899.65	0.30
TIGR02422	protocat_beta	"protocatechuate 3,4-dioxygenase, beta subunit"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
TIGR00119	acolac_sm	"acetolactate synthase, small subunit"	3	0.03	110.68	0.01	0.32	0.00	1.48	0.00	107.61	0.01	1.27	0.00
TIGR01717	AMP-nucleosdse	"AMP nucleosidase"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
TIGR00105	L31	"ribosomal protein bL31"	3	0.03	1856.52	0.12	325.57	0.25	588.82	0.27	50.62	0.01	891.52	0.29
TIGR01311	glycerol_kin	"glycerol kinase"	4	0.04	299.97	0.02	12.15	0.01	1.61	0.00	281.82	0.03	4.39	0.00
TIGR00095	TIGR00095	"16S rRNA (guanine(966)-N(2))-methyltransferase RsmD"	4	0.04	308.86	0.02	2.37	0.00	0.56	0.00	304.12	0.03	1.81	0.00
TIGR01927	menC_gamma/gm+	"o-succinylbenzoate synthase"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
TIGR01513	NAPRTase_put	"nicotinate phosphoribosyltransferase"	2	0.02	63.40	0.00	2.47	0.00	0.01	0.00	59.42	0.01	1.50	0.00
TIGR01981	sufD	"FeS assembly protein SufD"	2	0.02	39.13	0.00	0.00	0.00	0.00	0.00	39.12	0.00	0.01	0.00
TIGR01673	holin_LLH	"phage holin, LL-H family"	1	0.01	34.27	0.00	0.00	0.00	0.00	0.00	34.26	0.00	0.00	0.00
TIGR01235	pyruv_carbox	"pyruvate carboxylase"	3	0.03	337.96	0.02	2.70	0.00	1.01	0.00	333.39	0.04	0.86	0.00
TIGR02432	lysidine_TilS_N	"tRNA(Ile)-lysidine synthetase"	3	0.03	146.85	0.01	3.28	0.00	0.19	0.00	143.15	0.02	0.24	0.00
TIGR00079	pept_deformyl	"peptide deformylase"	9	0.09	689.80	0.04	9.92	0.01	8.29	0.00	667.61	0.07	3.97	0.00
TIGR01196	edd	"phosphogluconate dehydratase"	2	0.02	52.68	0.00	0.20	0.00	0.00	0.00	52.43	0.01	0.05	0.00
TIGR01395	FlgC	"flagellar basal-body rod protein FlgC"	1	0.01	23.81	0.00	0.00	0.00	0.00	0.00	23.81	0.00	0.00	0.00
TIGR02939	RpoE_Sigma70	"RNA polymerase sigma factor RpoE"	1	0.01	55.78	0.00	0.03	0.00	0.08	0.00	55.60	0.01	0.06	0.00
TIGR00652	DapF	"diaminopimelate epimerase"	2	0.02	208.93	0.01	0.22	0.00	0.45	0.00	207.84	0.02	0.43	0.00
TIGR02978	phageshock_pspC	"phage shock protein C"	2	0.02	116.93	0.01	0.03	0.00	0.23	0.00	116.60	0.01	0.08	0.00
TIGR04012	poly_gGlu_PgsB	"poly-gamma-glutamate synthase PgsB"	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
TIGR00667	aat	"leucyl/phenylalanyl-tRNA--protein transferase"	3	0.03	165.84	0.01	5.15	0.00	20.07	0.01	137.87	0.02	2.75	0.00
TIGR04490	SoxZ_true	"thiosulfate oxidation carrier complex protein SoxZ"	2	0.02	222.89	0.01	0.27	0.00	0.50	0.00	221.70	0.02	0.42	0.00
TIGR01254	sfuA	"ABC transporter periplasmic binding protein, thiB subfamily"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
TIGR00858	bioF	"8-amino-7-oxononanoate synthase"	1	0.01	78.70	0.01	7.86	0.01	0.06	0.00	70.54	0.01	0.25	0.00
TIGR03182	PDH_E1_alph_y	"pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit"	2	0.02	50.98	0.00	0.78	0.00	0.06	0.00	48.27	0.01	1.87	0.00
TIGR03229	benzo_1_2_benA	"benzoate 1,2-dioxygenase, large subunit"	1	0.01	215.66	0.01	0.02	0.00	0.52	0.00	214.71	0.02	0.41	0.00
TIGR02748	GerC3_HepT	"heptaprenyl diphosphate synthase component II"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR01396	FlgB	"flagellar basal-body rod protein FlgB"	1	0.01	23.81	0.00	0.00	0.00	0.00	0.00	23.81	0.00	0.00	0.00
TIGR02425	decarb_PcaC	"4-carboxymuconolactone decarboxylase"	2	0.02	54.73	0.00	0.02	0.00	3.62	0.00	50.27	0.01	0.82	0.00
TIGR02402	trehalose_TreZ	"malto-oligosyltrehalose trehalohydrolase"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR00287	cas1	"CRISPR-associated endonuclease Cas1"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR02157	PA_CoA_Oxy2	"phenylacetate-CoA oxygenase, PaaH subunit"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR00457	asnS	"asparagine--tRNA ligase"	2	0.02	50.99	0.00	1.18	0.00	0.08	0.00	49.41	0.01	0.32	0.00
TIGR00644	recJ	"single-stranded-DNA-specific exonuclease RecJ"	5	0.05	1964.10	0.13	285.35	0.22	587.26	0.27	191.78	0.02	899.71	0.30
TIGR01536	asn_synth_AEB	"asparagine synthase (glutamine-hydrolyzing)"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
TIGR00109	hemH	"ferrochelatase"	2	0.02	42.82	0.00	0.02	0.00	3.65	0.00	36.84	0.00	2.31	0.00
TIGR04265	bac_cardiolipin	"cardiolipin synthase"	5	0.05	404.89	0.03	12.61	0.01	0.71	0.00	390.59	0.04	0.98	0.00
TIGR02280	PaaB1	"phenylacetate degradation probable enoyl-CoA hydratase PaaB"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR00708	cobA	"cob(I)yrinic acid a,c-diamide adenosyltransferase"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
TIGR00962	atpA	"ATP synthase F1, alpha subunit"	2	0.02	33.27	0.00	1.08	0.00	0.17	0.00	30.20	0.00	1.82	0.00
TIGR02891	CtaD_CoxA	"cytochrome c oxidase, subunit I"	6	0.06	426.85	0.03	0.25	0.00	17.04	0.01	405.12	0.04	4.44	0.00
TIGR01785	TonB-hemin	"TonB-dependent heme/hemoglobin receptor family protein"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR00810	secG	"preprotein translocase, SecG subunit"	4	0.04	349.13	0.02	5.77	0.00	4.26	0.00	337.12	0.04	1.98	0.00
TIGR00341	TIGR00341	"TIGR00341 family protein"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR01134	purF	"amidophosphoribosyltransferase"	4	0.04	175.48	0.01	0.94	0.00	0.28	0.00	173.99	0.02	0.26	0.00
TIGR00398	metG	"methionine--tRNA ligase"	3	0.03	255.00	0.02	2.38	0.00	0.42	0.00	250.28	0.03	1.91	0.00
TIGR01460	HAD-SF-IIA	"HAD hydrolase, family IIA"	2	0.02	225.26	0.01	0.01	0.00	0.47	0.00	224.35	0.02	0.42	0.00
TIGR01812	sdhA_frdA_Gneg	"succinate dehydrogenase or fumarate reductase, flavoprotein subunit"	2	0.02	247.68	0.02	0.14	0.00	4.17	0.00	241.87	0.03	1.50	0.00
TIGR02786	addB_alphas	"double-strand break repair protein AddB"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR01203	HGPRTase	"hypoxanthine phosphoribosyltransferase"	3	0.03	304.19	0.02	3.39	0.00	0.72	0.00	299.21	0.03	0.87	0.00
TIGR01003	PTS_HPr_family	"phosphocarrier, HPr family"	3	0.03	75.96	0.00	2.62	0.00	0.00	0.00	73.22	0.01	0.11	0.00
TIGR01152	psbD	"photosystem II D2 protein (photosystem q(a) protein)"	1	0.01	72.05	0.00	0.00	0.00	0.03	0.00	72.00	0.01	0.02	0.00
TIGR01979	sufS	"cysteine desulfurase, SufS family"	3	0.03	230.04	0.01	0.01	0.00	0.44	0.00	229.17	0.02	0.41	0.00
TIGR00874	talAB	"transaldolase"	1	0.01	1783.23	0.11	282.94	0.22	587.09	0.27	15.03	0.00	898.17	0.30
TIGR02451	anti_sig_ChrR	"anti-sigma factor, putative, ChrR family"	2	0.02	71.99	0.00	0.32	0.00	20.22	0.01	48.38	0.01	3.06	0.00
TIGR03144	cytochr_II_ccsB	"cytochrome c-type biogenesis protein CcsB"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
TIGR00613	reco	"DNA repair protein RecO"	2	0.02	80.81	0.01	0.16	0.00	0.18	0.00	80.32	0.01	0.16	0.00
TIGR00434	cysH	"phosophoadenylyl-sulfate reductase"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
TIGR00116	tsf	"translation elongation factor Ts"	3	0.03	310.73	0.02	10.23	0.01	0.46	0.00	299.41	0.03	0.63	0.00
TIGR02644	Y_phosphoryl	"pyrimidine-nucleoside phosphorylase"	5	0.05	428.85	0.03	15.46	0.01	4.25	0.00	408.00	0.04	1.14	0.00
TIGR04555	sulfite_DH_soxC	"sulfite dehydrogenase"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
TIGR01044	rplV_bact	"ribosomal protein uL22"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR01394	TypA_BipA	"GTP-binding protein TypA/BipA"	5	0.05	365.62	0.02	10.47	0.01	16.91	0.01	333.86	0.04	4.38	0.00
TIGR00409	proS_fam_II	"proline--tRNA ligase"	4	0.04	339.75	0.02	17.70	0.01	0.57	0.00	320.63	0.03	0.85	0.00
TIGR00075	hypD	"hydrogenase expression/formation protein HypD"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR01479	GMP_PMI	"mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase"	3	0.03	321.56	0.02	0.05	0.00	0.87	0.00	319.92	0.03	0.72	0.00
TIGR00674	dapA	"4-hydroxy-tetrahydrodipicolinate synthase"	6	0.06	485.31	0.03	27.78	0.02	40.72	0.02	358.09	0.04	58.72	0.02
TIGR02337	HpaR	"homoprotocatechuate degradation operon regulator, HpaR"	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
TIGR00809	secB	"protein-export chaperone SecB"	2	0.02	88.75	0.01	0.02	0.00	3.75	0.00	84.17	0.01	0.80	0.00
TIGR00635	ruvB	"Holliday junction DNA helicase RuvB"	2	0.02	82.62	0.01	3.55	0.00	0.06	0.00	78.69	0.01	0.32	0.00
TIGR02733	desat_CrtD	"C-3',4' desaturase CrtD"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR00255	TIGR00255	"TIGR00255 family protein"	3	0.03	288.07	0.02	18.25	0.01	3.33	0.00	260.05	0.03	6.43	0.00
TIGR00657	asp_kinases	"aspartate kinase"	4	0.04	323.76	0.02	17.80	0.01	2.09	0.00	299.26	0.03	4.61	0.00
TIGR01236	D1pyr5carbox1	"1-pyrroline-5-carboxylate dehydrogenase"	1	0.01	13.49	0.00	0.00	0.00	0.01	0.00	11.94	0.00	1.53	0.00
TIGR02378	nirD_assim_sml	"nitrite reductase [NAD(P)H], small subunit"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR00110	ilvD	"dihydroxy-acid dehydratase"	2	0.02	101.50	0.01	0.02	0.00	3.65	0.00	97.04	0.01	0.79	0.00
TIGR01484	HAD-SF-IIB	"HAD hydrolase, family IIB"	12	0.12	713.09	0.05	26.12	0.02	17.33	0.01	666.15	0.07	3.49	0.00
TIGR01344	malate_syn_A	"malate synthase A"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
TIGR03625	L3_bact	"50S ribosomal protein uL3"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR04409	LptC_YrbK	"LPS export ABC transporter periplasmic protein LptC"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
TIGR01191	ccmC	"heme exporter protein CcmC"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
TIGR00067	glut_race	"glutamate racemase"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
TIGR00051	TIGR00051	"acyl-CoA thioester hydrolase, YbgC/YbaW family"	3	0.03	155.96	0.01	10.25	0.01	3.57	0.00	140.98	0.02	1.17	0.00
TIGR00338	serB	"phosphoserine phosphatase SerB"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
TIGR00745	apbA_panE	"2-dehydropantoate 2-reductase"	2	0.02	86.14	0.01	0.27	0.00	0.04	0.00	85.65	0.01	0.17	0.00
